Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
7.955	0.12	8.59	-0.01	7.63
8.045	0.11	8.58	0.05	7.69
8.135	0.12	8.59	-0.07	7.57
8.225	0.12	8.58	0.05	7.68
8.315	0.12	8.59	-0.04	7.59
8.405	0.12	8.59	0.00	7.64
8.495	0.11	8.58	0.04	7.67
8.585	0.12	8.58	-0.07	7.56
8.675	0.11	8.58	0.05	7.69
8.765	0.11	8.58	-0.04	7.59
8.904	0.10	8.57	-0.03	7.60
9.006	0.12	8.59	0.03	7.67
9.103	0.12	8.59	-0.04	7.60
9.199	0.12	8.58	-0.06	7.58
9.293	0.12	8.59	0.06	7.69
9.383	5.11	13.58	-0.06	7.57
9.473	19.28	27.74	0.04	7.68
9.563	27.63	36.09	-0.03	7.61
9.653	31.72	40.18	-0.03	7.61
9.743	30.00	38.47	0.06	7.69
9.833	23.31	31.78	-0.06	7.57
9.923	21.31	29.78	0.04	7.68
10.013	24.68	33.15	-0.03	7.60
10.103	24.88	33.35	-0.03	7.61
10.193	24.24	32.71	0.06	7.69
10.283	22.76	31.22	-0.07	7.57
10.373	20.18	28.65	0.04	7.68
10.462	17.86	26.33	-0.03	7.60
10.556	15.61	24.07	0.05	7.69
10.652	16.54	25.00	-0.02	7.62
10.742	24.24	32.71	0.06	7.69
10.832	30.16	38.63	-0.06	7.57
10.922	32.61	41.08	0.05	7.69
11.012	28.64	37.10	-0.04	7.60
11.105	22.11	30.58	0.05	7.68
11.202	23.08	31.55	-0.01	7.63
11.292	25.26	33.73	0.05	7.69
11.382	24.72	33.19	-0.07	7.57
11.472	24.09	32.56	0.05	7.69
11.562	21.59	30.06	-0.04	7.60
11.652	19.25	27.72	-0.00	7.63
11.742	17.08	25.54	0.05	7.68
11.832	15.00	23.47	-0.06	7.57
11.922	18.74	27.21	0.05	7.69
12.012	26.48	34.95	-0.04	7.60
12.102	31.55	40.02	0.02	7.65
12.193	32.33	40.80	0.01	7.65
12.283	26.38	34.85	-0.06	7.58
12.373	21.52	29.99	0.06	7.70
12.463	23.82	32.29	-0.05	7.58
12.553	25.15	33.62	0.03	7.67
12.642	24.52	32.99	-0.00	7.63
12.732	23.63	32.10	-0.06	7.58
12.822	21.11	29.58	0.06	7.69
12.912	18.99	27.45	-0.06	7.58
13.002	16.91	25.38	0.04	7.67
13.092	15.05	23.52	-0.01	7.62
13.182	20.49	28.96	-0.05	7.58
13.272	27.90	36.37	0.06	7.70
13.362	32.20	40.67	-0.06	7.58
13.452	31.74	40.21	0.04	7.67
13.555	24.10	32.57	0.06	7.70
13.651	21.62	30.09	0.02	7.66
13.751	24.98	33.45	0.04	7.67
13.845	25.01	33.48	-0.06	7.58
13.940	24.47	32.93	0.02	7.65
14.030	22.42	30.89	-0.07	7.57
14.120	19.89	28.36	0.06	7.70
14.210	17.63	26.09	-0.05	7.59
14.300	15.48	23.95	0.03	7.67
14.390	17.48	25.95	0.02	7.65
14.480	25.26	33.73	-0.06	7.58
14.570	30.80	39.26	0.06	7.69
14.660	32.64	41.10	-0.06	7.58
14.750	27.78	36.25	0.03	7.67
14.840	22.02	30.48	0.01	7.64
14.930	23.12	31.59	-0.06	7.58
15.020	25.19	33.66	0.06	7.70
15.110	24.72	33.19	-0.05	7.58
15.200	23.97	32.43	0.03	7.67
15.290	21.66	30.13	0.00	7.64
15.380	19.35	27.82	-0.06	7.58
15.469	17.27	25.74	0.06	7.69
15.559	15.20	23.66	-0.05	7.58
15.649	18.81	27.28	0.04	7.67
15.741	26.56	35.03	-0.04	7.60
15.831	31.79	40.25	-0.00	7.63
15.921	32.38	40.85	0.05	7.69
16.011	26.37	34.83	-0.07	7.57
16.100	21.48	29.95	0.05	7.69
16.190	23.92	32.39	-0.04	7.59
16.280	25.26	33.73	0.00	7.64
16.383	24.61	33.08	0.03	7.67
16.479	23.45	31.92	-0.04	7.59
16.569	20.78	29.24	0.06	7.70
16.659	18.47	26.93	-0.06	7.57
16.749	16.45	24.92	0.04	7.67
16.839	15.27	23.74	-0.03	7.61
16.929	22.15	30.62	-0.04	7.60
17.019	28.97	37.44	0.06	7.69
17.109	32.66	41.13	-0.06	7.57
17.198	30.67	39.13	0.04	7.67
17.288	23.92	32.38	-0.03	7.61
17.378	21.74	30.21	-0.03	7.61
17.468	24.85	33.32	0.06	7.69
17.558	24.97	33.44	-0.07	7.57
17.648	24.54	33.01	0.04	7.68
17.738	23.02	31.49	-0.04	7.60
17.828	20.48	28.95	-0.02	7.61
17.922	18.12	26.59	-0.04	7.59
18.018	15.75	24.22	0.05	7.69
18.108	16.71	25.18	-0.06	7.57
18.198	24.48	32.95	0.05	7.69
18.294	30.64	39.10	-0.04	7.59
18.388	32.61	41.08	-0.04	7.60
18.478	27.68	36.15	-0.01	7.62
18.568	21.92	30.39	0.05	7.69
18.658	23.08	31.55	-0.07	7.57
18.748	25.24	33.71	0.05	7.68
18.837	24.77	33.23	-0.04	7.60
18.927	24.14	32.60	-0.00	7.63
19.017	21.55	30.01	0.05	7.69
19.107	19.40	27.87	-0.07	7.57
19.197	17.30	25.77	0.05	7.69
19.287	15.08	23.54	-0.04	7.59
19.377	18.73	27.19	0.00	7.64
19.467	26.29	34.76	0.05	7.69
19.557	31.43	39.90	-0.07	7.57
19.647	32.33	40.80	0.06	7.69
19.737	26.34	34.80	-0.04	7.59
19.827	21.48	29.94	0.02	7.65
19.917	23.69	32.15	0.04	7.68
20.007	25.16	33.63	-0.07	7.57
20.097	24.76	33.22	0.06	7.69
20.187	23.80	32.27	-0.04	7.59
20.277	21.17	29.64	0.02	7.65
20.367	18.94	27.40	0.04	7.67
20.457	16.78	25.25	-0.07	7.57
20.546	14.83	23.29	0.06	7.70
20.636	20.36	28.83	-0.04	7.59
20.726	27.64	36.10	0.03	7.66
20.816	31.96	40.43	0.03	7.67
20.941	29.49	37.96	-0.04	7.60
21.036	22.70	31.17	-0.04	7.59
21.126	22.38	30.85	0.03	7.67
21.216	25.04	33.51	0.02	7.65
21.306	24.78	33.24	-0.06	7.58
21.396	24.21	32.68	0.06	7.69
21.486	22.30	30.77	-0.05	7.58
21.576	19.79	28.25	0.03	7.66
21.673	17.45	25.92	-0.06	7.57
21.766	15.17	23.64	0.01	7.64
21.856	18.19	26.66	-0.06	7.58
21.946	25.95	34.42	0.06	7.70
22.036	31.28	39.74	-0.05	7.58
22.126	32.55	41.02	0.03	7.67
22.215	26.94	35.40	-0.00	7.63
22.310	21.55	30.01	0.04	7.68
22.405	23.87	32.34	-0.06	7.58
22.495	25.25	33.72	0.06	7.69
22.585	24.72	33.18	-0.06	7.58
22.675	23.73	32.20	0.03	7.67
22.771	20.96	29.42	-0.06	7.58
22.865	18.60	27.07	-0.02	7.62
22.955	16.51	24.98	-0.05	7.58
23.045	15.22	23.69	0.06	7.70
23.135	21.56	30.03	-0.06	7.57
23.225	28.46	36.92	0.04	7.68
23.315	32.24	40.70	-0.02	7.62
23.405	30.92	39.39	-0.04	7.59
23.495	24.24	32.71	0.06	7.69
23.585	21.60	30.07	-0.06	7.57
23.675	24.75	33.22	0.04	7.67
23.765	25.06	33.53	-0.03	7.60
23.855	24.57	33.04	-0.04	7.60
23.944	23.13	31.60	0.06	7.70
24.034	20.41	28.87	-0.07	7.57
24.124	18.14	26.61	0.04	7.68
24.214	16.06	24.52	-0.04	7.60
24.304	15.76	24.23	-0.03	7.61
24.394	23.03	31.50	0.06	7.69
24.484	29.67	38.14	-0.06	7.58
24.574	32.73	41.20	0.05	7.69
24.664	29.92	38.39	-0.04	7.60
24.754	23.22	31.68	-0.02	7.62
24.844	22.02	30.48	0.06	7.69
24.934	25.02	33.48	-0.06	7.57
25.024	24.90	33.37	0.05	7.68
25.114	24.33	32.79	-0.04	7.59
25.204	22.58	31.05	-0.01	7.63
25.294	20.08	28.54	0.05	7.69
25.384	17.92	26.39	-0.07	7.57
25.474	15.78	24.24	0.05	7.68
25.564	16.68	25.14	-0.04	7.60
25.653	24.48	32.95	0.01	7.64
25.743	30.52	38.99	0.05	7.68
25.833	32.96	41.42	-0.07	7.57
25.923	28.64	37.11	0.05	7.69
26.013	22.33	30.80	-0.04	7.59
26.104	22.69	31.15	0.04	7.67
26.194	25.16	33.63	-0.01	7.63
26.289	24.82	33.29	0.05	7.68
26.383	24.28	32.75	-0.07	7.57
26.473	21.86	30.32	0.06	7.69
26.563	19.56	28.02	-0.04	7.59
26.657	17.20	25.66	0.06	7.70
26.753	15.18	23.65	0.02	7.66
26.843	19.92	28.38	0.02	7.66
26.936	27.57	36.04	0.03	7.67
27.033	32.15	40.61	-0.06	7.58
27.123	31.51	39.97	0.06	7.70
27.218	24.52	32.99	0.01	7.64
27.312	21.79	30.25	-0.05	7.58
27.402	24.88	33.35	0.03	7.67
27.492	25.12	33.59	0.01	7.65
27.582	24.59	33.06	-0.06	7.57
27.672	23.08	31.55	0.06	7.70
27.762	20.51	28.98	-0.06	7.58
27.852	18.32	26.79	0.03	7.67
27.942	16.18	24.65	-0.00	7.63
28.032	15.77	24.23	-0.06	7.58
28.122	23.06	31.52	0.07	7.70
28.212	29.48	37.94	-0.05	7.58
28.302	32.93	41.39	0.03	7.67
28.392	30.01	38.48	-0.01	7.63
28.482	23.36	31.83	-0.06	7.58
28.572	22.17	30.64	0.06	7.70
28.662	25.02	33.49	-0.06	7.58
28.752	25.01	33.48	0.04	7.67
28.842	24.46	32.93	-0.02	7.62
28.932	22.56	31.03	-0.05	7.59
29.021	20.06	28.53	0.06	7.69
29.111	17.92	26.39	-0.06	7.57
29.201	15.78	24.24	0.03	7.67
29.291	16.78	25.24	-0.03	7.61
29.381	24.49	32.96	-0.04	7.60
29.471	30.44	38.91	0.06	7.69
29.561	32.93	41.40	-0.07	7.57
29.651	28.53	37.00	0.04	7.68
29.741	22.33	30.79	-0.03	7.60
29.831	22.66	31.13	-0.03	7.60
29.921	25.13	33.60	0.06	7.69
30.011	24.79	33.25	-0.07	7.57
30.101	24.19	32.65	0.04	7.68
30.191	22.03	30.50	-0.04	7.60
30.281	19.59	28.06	-0.03	7.61
30.371	17.41	25.88	0.05	7.69
30.461	15.25	23.71	-0.07	7.57
30.551	18.08	26.55	0.05	7.68
30.640	25.82	34.29	-0.04	7.60
30.730	31.24	39.71	-0.01	7.62
30.820	32.55	41.02	0.05	7.69
30.910	27.13	35.60	-0.06	7.57
31.000	21.69	30.15	0.04	7.68
31.098	23.77	32.24	0.03	7.66
31.190	25.31	33.78	-0.04	7.60
31.281	24.78	33.25	0.03	7.67
31.371	23.80	32.27	0.01	7.65
31.461	21.23	29.69	-0.06	7.58
31.551	18.90	27.37	0.06	7.70
31.641	16.86	25.32	-0.06	7.58
31.746	15.25	23.72	-0.02	7.61
31.840	22.16	30.63	-0.04	7.59
31.930	28.91	37.38	0.00	7.64
32.020	32.58	41.05	0.05	7.69
32.110	30.63	39.10	-0.07	7.57
32.203	23.68	32.15	0.04	7.67
32.300	22.22	30.69	0.06	7.69
32.389	25.14	33.61	-0.04	7.59
32.479	24.96	33.42	0.01	7.64
32.569	24.45	32.92	0.04	7.67
32.659	22.48	30.94	-0.07	7.57
32.749	19.99	28.46	0.06	7.69
32.839	17.80	26.26	-0.05	7.59
32.929	15.61	24.08	0.02	7.65
33.019	16.75	25.22	0.04	7.68
33.109	24.55	33.02	-0.07	7.57
33.199	30.53	39.00	0.06	7.69
33.289	32.87	41.34	-0.04	7.59
33.379	28.63	37.10	0.02	7.66
33.469	22.27	30.74	0.03	7.67
33.559	22.75	31.22	-0.06	7.57
33.649	25.14	33.61	0.06	7.70
33.739	24.85	33.32	-0.05	7.59
33.829	24.15	32.62	0.03	7.66
33.919	21.75	30.22	0.02	7.66
34.008	19.56	28.03	-0.06	7.57
34.098	17.39	25.86	0.06	7.69
34.188	15.26	23.73	-0.05	7.59
34.278	18.05	26.52	0.03	7.67
34.368	25.85	34.32	0.02	7.65
34.458	31.38	39.84	-0.06	7.58
34.548	32.66	41.13	0.06	7.70
34.638	27.10	35.56	-0.05	7.58
34.728	21.64	30.10	0.03	7.67
34.818	23.36	31.83	0.01	7.65
34.908	25.19	33.66	-0.06	7.57
34.998	24.90	33.37	0.06	7.69
35.088	24.13	32.60	-0.05	7.58
35.178	21.64	30.10	0.03	7.67
35.268	19.35	27.82	0.00	7.64
35.358	17.12	25.59	-0.06	7.57
35.448	14.99	23.45	0.06	7.70
35.542	19.96	28.43	-0.04	7.60
35.638	27.73	36.19	-0.05	7.58
35.727	31.94	40.41	0.03	7.67
35.817	31.52	39.99	0.00	7.64
35.907	25.05	33.51	-0.06	7.58
35.997	21.47	29.94	0.06	7.70
36.087	24.39	32.85	-0.06	7.58
36.183	25.08	33.55	0.03	7.66
36.277	24.56	33.03	0.03	7.67
36.367	23.23	31.69	-0.01	7.63
36.458	20.63	29.10	-0.01	7.62
36.548	18.37	26.84	0.05	7.69
36.638	16.21	24.68	-0.07	7.57
36.728	15.80	24.26	0.05	7.69
36.818	23.00	31.47	-0.04	7.60
36.908	29.52	37.98	-0.00	7.63
36.998	32.91	41.37	0.05	7.69
37.088	29.97	38.44	-0.07	7.57
37.178	23.30	31.77	0.05	7.69
37.268	21.95	30.42	-0.04	7.59
37.361	25.14	33.61	0.05	7.68
37.476	24.94	33.41	0.03	7.66
37.566	24.18	32.64	-0.03	7.61
37.656	21.82	30.29	-0.04	7.60
37.746	19.52	27.99	0.06	7.69
37.836	17.30	25.77	-0.07	7.57
37.926	15.16	23.63	0.03	7.67
38.016	19.09	27.56	-0.02	7.61
38.106	26.70	35.17	-0.03	7.60
38.196	31.87	40.34	0.06	7.70
38.286	32.51	40.98	-0.06	7.57
38.376	26.48	34.95	0.04	7.67
38.466	21.70	30.17	-0.03	7.60
38.556	23.89	32.35	-0.03	7.60
38.646	25.26	33.73	0.06	7.69
38.736	24.72	33.19	-0.07	7.57
38.826	24.02	32.49	0.04	7.68
38.916	21.36	29.82	-0.04	7.60
39.006	19.07	27.53	-0.03	7.61
39.095	16.92	25.39	0.06	7.69
39.185	15.11	23.58	-0.06	7.57
39.275	20.60	29.07	0.05	7.68
39.365	27.87	36.34	-0.04	7.60
39.455	32.22	40.69	-0.02	7.62
39.545	31.64	40.11	0.05	7.69
39.635	25.12	33.58	-0.07	7.57
39.725	21.49	29.96	0.05	7.69
39.815	24.61	33.07	-0.04	7.59
39.905	25.27	33.73	-0.01	7.63
39.999	24.63	33.10	-0.04	7.59
40.095	23.36	31.83	0.05	7.69
40.185	20.56	29.02	-0.07	7.57
40.275	18.47	26.94	0.05	7.68
40.365	16.28	24.74	-0.04	7.60
40.455	15.64	24.11	-0.00	7.63
40.545	22.82	31.29	0.05	7.69
40.635	29.21	37.68	-0.07	7.57
40.766	32.49	40.96	-0.06	7.58
40.856	26.71	35.17	0.04	7.67
40.946	21.66	30.13	0.00	7.64
41.036	23.74	32.21	-0.06	7.58
41.126	25.28	33.75	0.06	7.70
41.216	24.78	33.25	-0.06	7.58
41.306	24.04	32.50	0.04	7.67
41.395	21.46	29.93	-0.00	7.63
41.485	19.15	27.62	-0.06	7.58
41.584	16.82	25.29	-0.07	7.57
41.675	15.12	23.59	0.06	7.70
41.765	21.08	29.54	-0.06	7.58
41.855	28.20	36.66	0.04	7.67
41.945	32.26	40.73	-0.01	7.62
42.035	31.38	39.85	-0.05	7.58
42.130	24.32	32.79	-0.04	7.59
42.224	21.67	30.14	0.06	7.69
42.314	24.81	33.28	-0.04	7.59
42.404	24.99	33.45	0.02	7.66
42.493	24.43	32.89	0.03	7.67
42.583	23.01	31.47	-0.07	7.57
42.673	20.50	28.97	0.06	7.69
42.767	18.07	26.54	-0.06	7.57
42.863	15.83	24.29	-0.05	7.59
42.953	16.36	24.83	0.02	7.66
43.043	24.11	32.57	0.02	7.66
43.133	30.19	38.65	-0.06	7.58
43.223	32.87	41.34	0.06	7.70
43.313	29.02	37.49	-0.05	7.59
43.403	22.57	31.03	0.03	7.67
43.493	22.43	30.89	0.02	7.65
43.583	25.14	33.61	-0.06	7.57
43.673	25.03	33.50	0.06	7.70
43.763	24.41	32.87	-0.05	7.58
43.853	22.27	30.73	0.03	7.67
43.943	19.84	28.30	0.01	7.64
44.033	17.65	26.12	-0.06	7.58
44.123	15.45	23.92	0.06	7.69
44.212	17.58	26.04	-0.05	7.58
44.302	25.37	33.84	0.04	7.67
44.397	31.03	39.50	-0.06	7.57
44.492	32.50	40.97	-0.00	7.63
44.582	26.89	35.35	-0.06	7.58
44.672	21.65	30.12	0.06	7.69
44.762	23.67	32.14	-0.06	7.58
44.852	25.21	33.68	0.04	7.67
44.942	24.83	33.30	-0.01	7.63
45.032	24.03	32.50	-0.06	7.58
45.122	21.53	30.00	0.06	7.69
45.212	19.23	27.70	-0.06	7.58
45.310	16.79	25.25	-0.04	7.59
45.406	15.18	23.65	0.05	7.68
45.502	21.85	30.32	0.03	7.67
45.592	28.75	37.21	-0.02	7.62
45.682	32.56	41.02	-0.05	7.59
45.772	30.95	39.42	0.06	7.70
45.861	24.28	32.74	-0.06	7.57
45.951	21.74	30.21	0.04	7.67
46.041	24.85	33.32	-0.02	7.61
46.131	25.19	33.66	-0.04	7.60
46.221	24.59	33.06	0.06	7.69
46.311	23.10	31.57	-0.07	7.57
46.401	20.45	28.92	0.04	7.68
46.491	18.29	26.75	-0.03	7.61
46.581	16.25	24.72	-0.04	7.60
46.671	15.87	24.34	0.06	7.69
46.761	23.32	31.78	-0.06	7.57
46.857	30.07	38.54	-0.01	7.62
46.951	32.94	41.40	0.04	7.68
47.041	29.03	37.50	-0.03	7.60
47.131	22.56	31.02	-0.03	7.60
47.221	22.45	30.92	0.06	7.70
47.311	25.09	33.56	-0.07	7.57
47.401	24.79	33.25	0.04	7.68
47.490	24.41	32.88	-0.04	7.59
47.580	22.21	30.68	-0.02	7.61
47.670	19.84	28.31	0.05	7.69
47.760	17.61	26.08	-0.07	7.57
47.850	15.44	23.90	0.04	7.68
47.940	17.62	26.09	-0.04	7.60
48.034	25.70	34.16	0.05	7.68
48.130	31.38	39.85	-0.01	7.62
48.220	32.32	40.79	0.05	7.69
48.310	26.78	35.25	-0.06	7.57
48.400	21.68	30.14	0.04	7.68
48.490	23.78	32.25	-0.03	7.60
48.580	25.39	33.85	-0.01	7.62
48.670	24.84	33.31	0.05	7.69
48.764	23.95	32.42	0.02	7.66
48.860	21.11	29.58	-0.07	7.57
48.950	19.00	27.46	0.05	7.69
49.040	16.82	25.28	-0.04	7.59
49.130	15.15	23.62	-0.00	7.63
49.219	20.86	29.33	0.05	7.69
49.309	27.98	36.44	-0.07	7.57
49.399	32.28	40.75	0.05	7.68
49.489	31.57	40.04	-0.04	7.59
49.579	24.88	33.35	0.00	7.64
49.669	21.63	30.10	0.05	7.68
49.765	24.83	33.30	0.04	7.68
49.859	25.19	33.66	-0.07	7.57
49.949	24.64	33.10	0.05	7.69
50.039	23.02	31.49	-0.05	7.59
50.129	20.43	28.90	0.01	7.64
50.219	18.16	26.63	0.04	7.68
50.309	16.07	24.54	-0.07	7.57
50.399	15.86	24.33	0.05	7.69
50.489	23.38	31.85	-0.04	7.60
50.579	29.68	38.14	0.02	7.65
50.669	32.75	41.22	0.04	7.68
50.759	29.70	38.17	-0.07	7.57
50.849	23.15	31.62	0.06	7.69
50.938	22.23	30.70	-0.04	7.59
51.028	25.04	33.51	0.02	7.66
51.118	24.89	33.36	0.04	7.67
51.208	24.35	32.82	-0.07	7.57
51.298	22.48	30.95	0.06	7.69
51.388	20.11	28.58	-0.04	7.59
51.478	17.93	26.40	0.03	7.66
51.573	15.64	24.10	-0.06	7.58
51.668	17.71	26.18	0.03	7.67
51.758	25.54	34.01	-0.06	7.58
51.850	31.15	39.62	0.05	7.69
51.941	32.71	41.18	-0.06	7.57
52.038	26.75	35.22	-0.05	7.58
52.128	21.64	30.11	0.03	7.67
52.218	23.67	32.14	0.01	7.65
52.308	25.43	33.89	-0.06	7.58
52.398	24.94	33.41	0.06	7.70
52.488	24.12	32.59	-0.05	7.58
52.578	21.60	30.06	0.03	7.67
52.667	19.24	27.71	0.01	7.64
52.757	17.06	25.53	-0.06	7.58
52.847	15.16	23.62	0.06	7.70
52.944	20.72	29.18	0.04	7.67
53.037	28.08	36.55	-0.05	7.58
53.127	32.30	40.76	0.03	7.67
53.217	31.59	40.06	-0.00	7.63
53.310	24.71	33.17	0.03	7.67
53.407	21.82	30.29	-0.05	7.58
53.497	24.91	33.38	0.06	7.69
53.587	25.19	33.66	-0.05	7.58
53.677	24.60	33.07	0.04	7.67
53.767	23.14	31.61	-0.01	7.62
53.857	20.51	28.98	-0.05	7.58
53.947	18.30	26.77	0.06	7.70
54.037	16.17	24.64	-0.06	7.57
54.127	15.97	24.44	0.03	7.67
54.222	23.80	32.27	-0.06	7.57
54.316	30.36	38.83	-0.02	7.62
54.406	32.97	41.43	-0.04	7.59
54.496	29.08	37.54	0.06	7.69
54.586	22.64	31.11	-0.06	7.57
54.676	22.65	31.11	0.04	7.67
54.766	25.33	33.80	-0.03	7.61
54.856	24.98	33.45	-0.04	7.60
54.946	24.29	32.76	0.05	7.69
55.036	22.21	30.68	-0.07	7.57
55.126	19.73	28.19	0.04	7.67
55.216	17.64	26.11	-0.04	7.60
55.306	15.47	23.94	-0.03	7.61
55.396	17.75	26.22	0.06	7.69
55.486	25.55	34.02	-0.07	7.57
55.576	31.07	39.53	0.04	7.68
55.666	32.76	41.23	-0.04	7.60
55.756	27.61	36.08	-0.01	7.62
55.846	21.99	30.46	0.05	7.68
55.936	23.30	31.77	-0.06	7.57
56.025	25.28	33.75	0.05	7.68
56.115	24.89	33.36	-0.04	7.59
56.205	24.23	32.69	-0.01	7.63
56.295	21.74	30.21	0.05	7.69
56.385	19.46	27.93	-0.07	7.57
56.475	17.26	25.73	0.05	7.68
56.565	15.13	23.59	-0.04	7.59
56.655	19.13	27.59	0.00	7.64
56.745	26.78	35.25	0.05	7.69
56.835	31.65	40.12	-0.06	7.57
56.925	32.23	40.69	0.05	7.69
57.017	25.99	34.45	-0.06	7.58
57.108	21.54	30.00	0.05	7.69
57.205	24.33	32.80	0.01	7.65
57.302	25.21	33.68	-0.06	7.57
57.395	24.74	33.20	0.04	7.68
57.485	23.39	31.86	-0.07	7.57
57.575	20.68	29.14	0.06	7.69
57.664	18.51	26.98	-0.04	7.59
57.754	16.42	24.89	0.02	7.66
57.844	15.49	23.96	0.03	7.67
57.934	22.46	30.93	-0.06	7.57
58.024	29.09	37.55	0.06	7.70
58.114	32.76	41.23	-0.04	7.59
58.204	30.50	38.96	0.03	7.66
58.294	23.70	32.16	0.02	7.66
58.384	21.85	30.32	-0.06	7.57
58.474	25.01	33.48	0.06	7.70
58.567	25.11	33.58	-0.06	7.57
58.669	24.50	32.97	-0.01	7.63
58.764	22.25	30.72	-0.05	7.58
58.854	19.78	28.24	0.03	7.66
58.944	17.56	26.03	0.01	7.65
59.034	15.42	23.88	-0.06	7.58
59.124	17.79	26.25	0.06	7.70
59.214	25.61	34.08	-0.05	7.58
59.304	31.06	39.53	0.03	7.67
59.393	32.83	41.30	0.00	7.64
59.483	27.58	36.05	-0.06	7.58
59.573	21.99	30.46	0.06	7.70
59.663	23.34	31.80	-0.06	7.58
59.753	25.21	33.68	0.03	7.67
59.843	24.84	33.31	-0.00	7.63
59.933	24.16	32.63	-0.07	7.57
60.023	21.85	30.32	0.06	7.70
60.113	19.57	28.04	-0.06	7.58
60.203	17.39	25.86	0.04	7.67
60.293	15.36	23.83	-0.01	7.62
60.383	19.45	27.92	-0.05	7.58
60.473	27.08	35.54	0.06	7.70
60.563	32.03	40.50	-0.06	7.57
60.653	32.60	41.07	0.03	7.67
60.743	26.48	34.94	-0.03	7.61
60.833	21.79	30.26	-0.05	7.59
60.923	24.31	32.78	0.06	7.70
61.013	25.58	34.05	-0.06	7.57
61.102	24.98	33.44	0.04	7.67
61.192	24.06	32.53	-0.03	7.61
61.282	21.49	29.95	-0.04	7.59
61.372	19.13	27.59	0.06	7.69
61.462	16.99	25.46	-0.06	7.57
61.552	15.29	23.75	0.04	7.67
61.642	20.88	29.34	-0.03	7.61
61.732	28.06	36.53	-0.04	7.60
