Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
2.545	0.01	8.55	0.04	7.73
2.568	-0.01	8.54	-0.06	7.63
2.589	0.01	8.55	0.00	7.70
2.612	0.01	8.55	0.03	7.73
2.634	0.01	8.55	-0.07	7.62
2.657	0.01	8.55	0.04	7.73
2.680	-0.01	8.54	-0.05	7.64
2.702	0.01	8.55	0.00	7.70
2.725	0.01	8.55	0.03	7.72
2.747	0.01	8.55	-0.07	7.62
2.770	0.01	8.55	0.04	7.74
2.793	0.00	8.55	-0.05	7.64
2.815	0.01	8.55	0.01	7.70
2.838	0.01	8.55	0.03	7.72
2.861	0.01	8.56	-0.07	7.62
2.883	0.01	8.55	0.04	7.74
2.906	0.01	8.55	-0.05	7.64
2.929	0.01	8.55	0.01	7.70
2.951	1.32	9.86	0.02	7.71
2.974	12.06	20.61	-0.07	7.63
2.996	19.09	27.64	0.04	7.74
3.019	21.65	30.20	-0.05	7.65
3.042	21.54	30.09	0.01	7.71
3.064	16.51	25.05	0.01	7.71
3.087	13.33	21.87	-0.07	7.63
3.110	16.04	24.58	0.05	7.74
3.132	16.83	25.38	-0.04	7.65
3.159	15.96	24.50	0.05	7.74
3.182	15.19	23.73	-0.05	7.64
3.205	13.27	21.81	0.02	7.71
3.227	11.67	20.22	0.01	7.70
3.250	10.25	18.80	-0.07	7.63
3.272	9.98	18.52	0.05	7.74
3.295	15.81	24.35	-0.06	7.63
3.318	20.51	29.06	0.02	7.72
3.340	22.29	30.83	0.00	7.70
3.363	20.12	28.67	-0.07	7.63
3.386	14.86	23.40	0.05	7.74
3.408	14.28	22.83	-0.06	7.64
3.431	17.07	25.62	0.02	7.72
3.454	16.76	25.30	-0.00	7.69
3.476	16.08	24.63	-0.06	7.63
3.499	14.91	23.46	0.05	7.74
3.521	12.93	21.47	-0.06	7.63
3.544	11.34	19.89	0.02	7.72
3.567	9.92	18.46	-0.01	7.69
3.589	10.70	19.24	-0.06	7.63
3.612	17.13	25.68	0.05	7.74
3.635	21.26	29.80	-0.06	7.63
3.657	22.31	30.86	0.02	7.72
3.680	18.93	27.48	-0.05	7.65
3.701	14.35	22.89	-0.06	7.63
3.723	14.97	23.51	0.05	7.74
3.746	17.23	25.77	-0.06	7.63
3.769	16.67	25.21	0.02	7.72
3.791	16.17	24.71	-0.02	7.67
3.814	14.74	23.29	-0.06	7.64
3.837	13.04	21.59	0.05	7.74
3.859	11.47	20.02	-0.07	7.63
3.882	9.99	18.53	0.03	7.72
3.905	11.87	20.42	-0.03	7.67
3.927	18.15	26.70	-0.05	7.64
3.950	21.69	30.23	0.05	7.74
3.972	22.29	30.84	-0.07	7.63
3.995	18.08	26.63	0.02	7.72
4.018	13.93	22.47	-0.04	7.66
4.040	15.68	24.23	-0.05	7.65
4.063	17.36	25.91	0.04	7.74
4.086	16.65	25.19	-0.07	7.63
4.108	16.08	24.62	0.03	7.72
4.131	14.57	23.12	-0.04	7.65
4.154	12.75	21.29	-0.04	7.65
4.176	11.20	19.75	0.05	7.74
4.199	9.88	18.42	-0.07	7.62
4.221	13.15	21.70	0.03	7.72
4.244	19.45	27.99	0.02	7.71
4.268	22.34	30.88	-0.05	7.65
4.291	21.66	30.20	-0.03	7.66
4.314	16.61	25.15	0.05	7.74
4.336	13.88	22.43	-0.07	7.62
4.359	16.63	25.18	0.03	7.73
4.382	17.26	25.81	-0.05	7.65
4.404	16.39	24.94	-0.03	7.67
4.427	15.86	24.40	0.04	7.73
4.451	13.88	22.43	-0.07	7.63
4.472	11.97	20.51	0.04	7.73
4.495	10.43	18.98	-0.05	7.64
4.517	9.59	18.14	-0.02	7.68
4.540	14.59	23.13	0.04	7.74
4.563	19.89	28.43	-0.07	7.63
4.585	21.92	30.47	0.04	7.73
4.608	20.22	28.76	-0.05	7.65
4.631	15.22	23.76	-0.01	7.69
4.653	13.79	22.34	0.04	7.73
4.676	16.65	25.19	-0.07	7.62
4.699	16.67	25.22	0.04	7.73
4.721	15.83	24.38	-0.05	7.65
4.744	15.11	23.65	-0.00	7.69
4.766	13.19	21.74	-0.02	7.67
4.787	11.69	20.23	-0.07	7.62
4.810	10.29	18.83	0.04	7.73
4.833	10.27	18.82	-0.05	7.64
4.855	16.22	24.77	0.01	7.70
4.878	20.71	29.25	0.03	7.72
4.901	22.51	31.06	-0.07	7.62
4.923	19.85	28.39	0.04	7.74
4.946	14.82	23.37	-0.05	7.64
4.969	14.65	23.19	0.01	7.71
4.991	17.24	25.78	0.02	7.72
5.014	16.89	25.44	-0.07	7.62
5.036	16.25	24.79	0.05	7.74
5.059	15.17	23.71	-0.05	7.64
5.082	13.25	21.80	0.01	7.71
5.104	11.62	20.17	0.02	7.71
5.127	10.14	18.69	-0.07	7.63
5.150	11.28	19.83	0.05	7.74
5.172	17.48	26.02	-0.05	7.64
5.195	21.48	30.03	0.02	7.72
5.218	22.56	31.11	0.01	7.70
5.240	18.89	27.44	-0.06	7.63
5.263	14.28	22.83	0.05	7.74
5.285	15.18	23.72	-0.05	7.64
5.308	17.30	25.84	0.02	7.71
5.331	16.71	25.26	0.00	7.69
5.353	16.15	24.69	-0.06	7.63
5.376	14.70	23.24	-0.01	7.68
5.405	12.66	21.21	0.05	7.74
5.428	11.07	19.62	-0.06	7.63
5.450	9.74	18.28	0.02	7.72
5.473	12.88	21.42	-0.01	7.68
5.495	18.92	27.47	-0.06	7.63
5.518	22.06	30.61	0.05	7.74
5.541	22.00	30.54	-0.06	7.63
5.563	17.20	25.75	0.02	7.72
5.586	13.77	22.32	-0.02	7.67
5.609	16.15	24.69	-0.06	7.63
5.631	17.22	25.76	0.05	7.74
5.654	16.51	25.05	-0.06	7.63
5.677	15.82	24.36	0.03	7.72
5.699	14.07	22.61	-0.03	7.67
5.722	12.33	20.88	-0.05	7.64
5.744	10.90	19.44	0.05	7.74
5.777	10.45	19.00	-0.07	7.62
5.805	16.88	25.43	-0.04	7.66
5.828	21.04	29.59	-0.05	7.65
5.850	22.45	30.99	0.05	7.74
5.873	19.30	27.85	-0.07	7.62
5.896	14.17	22.72	-0.03	7.66
5.922	15.28	23.83	0.02	7.72
5.945	17.24	25.79	-0.04	7.66
5.967	16.72	25.27	-0.04	7.65
5.990	16.17	24.71	0.05	7.74
6.012	14.63	23.17	-0.07	7.63
6.035	12.75	21.29	0.03	7.73
6.058	11.22	19.77	-0.05	7.65
6.080	9.82	18.37	-0.03	7.67
6.103	12.49	21.03	0.04	7.73
6.126	18.65	27.20	-0.07	7.62
6.148	21.65	30.19	0.03	7.73
6.171	21.97	30.51	-0.05	7.65
6.193	17.56	26.11	-0.02	7.67
6.216	13.88	22.43	0.04	7.73
6.239	15.85	24.40	-0.07	7.63
6.261	17.18	25.73	0.04	7.73
6.284	16.57	25.12	-0.05	7.65
6.307	15.94	24.48	-0.01	7.68
6.329	14.37	22.92	0.04	7.73
6.352	12.48	21.02	-0.07	7.62
6.375	11.02	19.56	0.04	7.73
6.397	9.72	18.27	-0.05	7.65
6.420	13.65	22.20	0.00	7.69
6.442	19.46	28.01	0.04	7.73
6.465	22.14	30.69	-0.07	7.62
6.488	21.62	30.16	0.04	7.73
6.510	16.44	24.99	-0.07	7.62
6.539	13.93	22.48	-0.05	7.65
6.562	16.74	25.28	0.00	7.70
6.585	17.18	25.73	0.03	7.72
6.607	16.49	25.04	-0.07	7.62
6.630	15.57	24.11	0.04	7.74
6.653	13.59	22.13	-0.05	7.65
6.675	11.90	20.45	0.01	7.70
6.698	10.43	18.97	0.02	7.72
6.721	9.94	18.49	-0.07	7.63
6.743	15.66	24.21	0.05	7.74
6.766	20.48	29.02	-0.05	7.65
6.788	22.40	30.95	0.01	7.71
6.811	20.60	29.14	0.01	7.71
6.834	15.42	23.97	-0.07	7.63
6.856	14.34	22.89	0.05	7.74
6.879	17.07	25.62	-0.05	7.64
6.902	17.03	25.57	0.02	7.71
6.924	16.38	24.93	0.01	7.70
6.947	15.28	23.83	-0.07	7.63
6.970	13.32	21.86	0.05	7.74
6.992	11.63	20.18	-0.07	7.62
7.013	10.31	18.85	0.02	7.71
7.036	10.67	19.22	0.00	7.69
7.059	16.84	25.39	-0.07	7.63
7.081	21.16	29.70	0.05	7.74
7.104	22.32	30.86	-0.06	7.63
7.130	18.29	26.83	0.05	7.74
7.152	13.92	22.47	-0.06	7.64
7.175	15.65	24.20	0.02	7.72
7.198	17.27	25.82	-0.01	7.68
7.220	16.56	25.10	-0.06	7.63
7.243	16.03	24.58	0.04	7.74
7.266	14.51	23.05	-0.06	7.63
7.288	12.74	21.28	0.02	7.72
7.311	11.17	19.71	-0.02	7.68
7.333	9.65	18.20	-0.06	7.64
7.356	12.91	21.46	0.05	7.74
7.379	18.98	27.53	-0.06	7.63
7.401	22.11	30.66	0.02	7.72
7.424	22.06	30.60	-0.03	7.67
7.447	17.15	25.70	-0.06	7.64
7.469	13.72	22.27	0.05	7.74
7.492	16.11	24.66	-0.07	7.63
7.514	17.18	25.72	0.03	7.72
7.537	16.56	25.10	-0.03	7.66
7.560	15.83	24.38	-0.05	7.64
7.582	13.97	22.52	0.05	7.74
7.605	12.38	20.93	-0.07	7.63
7.628	10.78	19.33	0.04	7.74
7.657	9.83	18.37	0.03	7.72
7.679	14.98	23.52	-0.04	7.65
7.702	20.21	28.75	-0.04	7.65
7.725	22.32	30.87	0.05	7.74
7.747	20.89	29.43	-0.07	7.63
7.770	15.82	24.36	0.03	7.72
7.793	14.07	22.62	-0.04	7.65
7.815	16.90	25.44	-0.04	7.66
7.838	17.09	25.64	0.05	7.74
7.860	16.46	25.01	-0.07	7.62
7.883	15.41	23.95	0.03	7.72
7.906	13.51	22.05	-0.05	7.65
7.928	11.92	20.46	-0.03	7.66
7.951	10.37	18.92	0.04	7.73
7.974	10.27	18.81	-0.07	7.63
7.996	16.15	24.70	0.03	7.73
8.019	20.81	29.35	-0.05	7.65
8.042	22.57	31.12	-0.02	7.67
8.064	20.07	28.61	0.04	7.73
8.087	14.96	23.51	-0.07	7.62
8.109	14.41	22.95	0.05	7.74
8.131	17.15	25.70	-0.05	7.65
8.153	16.87	25.41	-0.02	7.68
8.176	16.25	24.79	0.04	7.73
8.198	15.13	23.68	-0.07	7.63
8.221	13.19	21.74	0.03	7.73
8.244	11.55	20.10	-0.05	7.64
8.266	10.21	18.75	-0.01	7.68
8.289	11.02	19.56	0.04	7.73
8.312	17.33	25.88	-0.07	7.62
8.334	21.33	29.88	0.04	7.73
8.357	22.46	31.01	-0.05	7.64
8.380	19.09	27.64	-0.00	7.69
8.402	14.24	22.78	0.04	7.73
8.426	14.99	23.54	-0.06	7.63
8.447	17.20	25.75	0.04	7.73
8.470	16.71	25.25	-0.05	7.64
8.493	16.15	24.69	0.00	7.69
8.515	14.66	23.21	0.03	7.72
8.538	12.87	21.41	-0.08	7.62
8.561	11.37	19.92	0.04	7.73
8.583	9.91	18.45	-0.05	7.64
8.606	11.98	20.53	0.01	7.70
8.628	18.20	26.75	0.03	7.72
8.651	21.73	30.28	-0.07	7.63
8.674	22.21	30.76	0.04	7.74
8.696	18.00	26.54	-0.05	7.64
8.719	13.97	22.52	0.01	7.70
8.742	15.79	24.33	0.02	7.72
8.764	17.23	25.78	0.04	7.73
8.791	16.51	25.06	-0.07	7.62
8.814	15.98	24.53	0.04	7.74
8.837	14.05	22.60	-0.06	7.64
8.859	12.47	21.01	0.01	7.71
8.882	10.97	19.51	0.01	7.70
8.904	9.78	18.33	-0.07	7.63
8.927	13.98	22.53	0.04	7.74
8.950	19.61	28.15	-0.06	7.64
8.972	22.25	30.79	0.02	7.71
8.995	21.67	30.21	0.00	7.70
9.018	16.51	25.05	-0.06	7.63
9.040	13.91	22.46	0.05	7.74
9.063	16.62	25.17	-0.06	7.64
9.085	17.13	25.67	0.02	7.71
9.108	16.55	25.09	-0.00	7.69
9.131	15.69	24.24	-0.06	7.63
9.153	13.80	22.34	0.05	7.74
9.176	12.21	20.75	-0.06	7.63
9.199	10.71	19.25	0.02	7.72
9.221	9.96	18.50	-0.05	7.65
9.242	15.28	23.82	-0.06	7.63
9.265	20.32	28.86	0.05	7.74
9.288	22.50	31.05	-0.06	7.64
9.310	20.85	29.40	0.02	7.72
9.333	15.62	24.17	-0.02	7.68
9.356	14.11	22.66	-0.06	7.64
9.378	16.95	25.49	0.05	7.74
9.401	16.99	25.53	-0.06	7.63
9.423	16.38	24.92	0.02	7.72
9.446	15.50	24.05	-0.03	7.67
9.469	13.53	22.08	-0.06	7.63
9.491	11.89	20.43	0.05	7.74
9.514	10.43	18.98	-0.06	7.63
9.537	10.44	18.99	0.03	7.72
9.559	16.50	25.05	-0.03	7.66
9.582	20.94	29.49	-0.05	7.64
9.605	22.63	31.18	0.05	7.74
9.627	19.87	28.41	-0.07	7.62
9.650	14.81	23.36	0.03	7.72
9.672	14.61	23.15	-0.04	7.66
9.695	17.27	25.82	-0.05	7.65
9.718	16.98	25.53	0.05	7.74
9.742	16.30	24.84	-0.07	7.62
9.763	15.04	23.59	0.03	7.72
9.786	13.16	21.70	-0.04	7.65
9.808	11.52	20.06	-0.04	7.65
9.831	10.10	18.65	0.04	7.74
9.854	11.23	19.78	-0.07	7.63
9.876	17.55	26.10	0.03	7.73
9.899	21.43	29.98	-0.07	7.63
9.928	22.30	30.84	-0.05	7.65
9.951	18.35	26.89	-0.03	7.67
9.973	14.02	22.56	0.04	7.73
9.996	15.59	24.14	-0.07	7.62
10.019	17.25	25.79	0.03	7.73
10.041	16.70	25.25	-0.05	7.64
10.064	16.12	24.67	-0.02	7.68
10.086	14.46	23.00	0.04	7.74
10.109	12.71	21.25	-0.07	7.62
10.132	11.20	19.75	0.03	7.73
10.154	9.80	18.34	-0.05	7.64
10.177	12.99	21.54	-0.01	7.69
10.200	19.06	27.60	0.04	7.73
10.222	22.12	30.67	-0.07	7.62
10.245	21.97	30.51	0.03	7.73
10.268	17.22	25.77	-0.05	7.65
10.290	13.73	22.27	0.00	7.69
10.313	16.22	24.77	0.03	7.73
10.335	17.24	25.79	-0.05	7.64
10.356	16.53	25.08	0.04	7.73
10.379	15.97	24.52	-0.05	7.65
10.402	14.17	22.71	0.00	7.70
10.424	12.47	21.02	0.03	7.72
10.447	10.96	19.50	-0.07	7.62
10.469	9.76	18.30	0.04	7.74
10.492	14.26	22.81	-0.05	7.64
10.515	19.83	28.38	0.01	7.70
10.537	22.34	30.89	0.02	7.71
10.560	21.37	29.92	-0.07	7.62
10.583	16.37	24.91	0.05	7.74
10.605	13.96	22.50	-0.05	7.64
10.628	16.64	25.19	0.01	7.71
10.651	17.10	25.65	0.01	7.71
10.673	16.52	25.06	-0.07	7.62
10.696	15.66	24.21	0.05	7.74
10.718	13.75	22.30	-0.06	7.64
10.741	12.11	20.66	0.02	7.71
10.764	10.64	19.19	0.00	7.70
10.786	10.04	18.58	-0.07	7.63
10.809	15.53	24.07	0.05	7.74
10.832	20.46	29.00	-0.06	7.64
10.854	22.41	30.95	0.02	7.72
10.877	20.54	29.08	0.00	7.69
10.900	15.41	23.95	-0.06	7.63
10.922	14.22	22.76	0.05	7.74
10.945	17.07	25.61	-0.06	7.63
10.967	17.00	25.55	0.02	7.72
10.990	16.39	24.93	-0.01	7.68
11.013	15.28	23.83	-0.06	7.63
11.035	12.77	21.32	-0.07	7.62
11.057	11.04	19.59	0.04	7.74
11.086	9.83	18.38	0.02	7.71
11.109	13.84	22.39	-0.01	7.68
11.132	19.64	28.18	-0.06	7.63
11.154	22.32	30.86	0.05	7.74
11.177	21.67	30.22	-0.06	7.63
11.199	16.67	25.21	0.02	7.72
11.222	13.81	22.36	-0.02	7.68
11.245	16.41	24.95	-0.06	7.64
11.267	17.17	25.72	0.05	7.74
11.290	16.57	25.12	-0.06	7.63
11.313	15.77	24.32	0.02	7.72
11.335	13.88	22.42	-0.03	7.66
11.358	12.31	20.86	-0.06	7.63
11.381	10.77	19.31	0.05	7.74
11.403	9.93	18.47	-0.06	7.63
11.426	15.26	23.80	0.04	7.73
11.447	20.33	28.88	-0.03	7.66
11.469	22.53	31.07	-0.05	7.64
11.492	20.90	29.44	0.04	7.74
11.515	15.81	24.35	-0.07	7.63
11.537	14.08	22.63	0.02	7.72
11.560	16.82	25.36	-0.04	7.66
11.583	17.02	25.57	-0.05	7.65
11.605	16.36	24.91	0.04	7.74
11.628	15.53	24.08	-0.07	7.62
11.650	13.57	22.12	0.02	7.72
11.673	11.95	20.49	-0.04	7.66
11.696	10.41	18.95	-0.05	7.64
11.718	10.26	18.81	0.04	7.74
11.741	16.26	24.80	-0.07	7.63
11.764	20.91	29.45	0.03	7.72
11.786	22.58	31.13	-0.04	7.66
11.809	19.98	28.53	-0.04	7.65
11.832	14.94	23.49	0.04	7.74
11.854	14.54	23.08	-0.07	7.62
11.877	17.24	25.78	0.03	7.72
11.899	16.95	25.49	-0.05	7.65
11.922	16.36	24.90	-0.04	7.66
11.945	14.91	23.45	0.04	7.74
11.967	13.05	21.60	-0.07	7.62
11.990	11.54	20.09	0.03	7.72
12.013	10.09	18.63	-0.04	7.65
12.035	11.09	19.63	-0.04	7.66
12.058	17.43	25.98	0.04	7.74
12.081	21.31	29.85	-0.07	7.62
12.103	22.51	31.06	0.03	7.72
12.126	19.11	27.65	-0.05	7.65
12.148	14.04	22.59	-0.06	7.63
12.169	15.53	24.08	-0.03	7.66
12.191	17.37	25.91	0.04	7.73
12.214	16.81	25.36	-0.07	7.63
12.237	16.32	24.87	0.03	7.73
12.259	14.55	23.09	-0.04	7.65
12.282	12.71	21.25	-0.03	7.66
12.305	11.12	19.67	0.04	7.74
12.327	9.78	18.33	-0.07	7.62
12.350	12.83	21.38	0.03	7.73
12.373	19.15	27.70	-0.07	7.62
12.401	22.21	30.76	-0.04	7.65
12.424	21.78	30.33	-0.02	7.67
12.446	16.76	25.31	0.04	7.73
12.469	13.92	22.47	-0.07	7.62
12.492	16.48	25.03	0.04	7.73
12.514	17.17	25.72	-0.06	7.64
12.535	16.51	25.06	-0.03	7.67
12.558	15.77	24.32	0.04	7.74
12.581	13.90	22.45	-0.07	7.62
12.603	12.28	20.82	0.03	7.73
12.626	10.79	19.33	-0.05	7.65
12.649	9.85	18.40	-0.02	7.67
12.671	14.86	23.41	0.04	7.73
12.694	20.21	28.75	-0.07	7.62
12.716	22.56	31.11	0.03	7.73
12.739	21.22	29.77	-0.05	7.65
12.762	15.95	24.49	-0.03	7.67
12.784	14.09	22.63	0.04	7.74
12.807	16.92	25.47	-0.07	7.62
12.830	17.16	25.71	0.03	7.73
12.852	16.51	25.05	-0.05	7.65
12.875	15.50	24.04	-0.02	7.67
12.898	13.63	22.17	0.04	7.73
12.920	11.91	20.46	-0.07	7.62
12.943	10.41	18.95	0.03	7.73
12.965	10.19	18.73	-0.05	7.65
12.988	16.11	24.65	-0.02	7.67
13.011	20.73	29.27	0.04	7.73
13.033	22.56	31.10	-0.07	7.62
13.056	20.21	28.76	0.04	7.73
13.079	15.12	23.67	-0.05	7.65
13.101	14.43	22.98	-0.02	7.67
13.124	17.11	25.66	0.04	7.74
13.147	17.02	25.57	-0.07	7.62
13.169	16.29	24.83	0.03	7.73
13.192	15.13	23.67	-0.05	7.65
13.214	13.26	21.80	-0.02	7.67
13.237	11.66	20.21	0.04	7.73
13.260	10.27	18.82	-0.07	7.62
13.282	11.00	19.55	0.05	7.74
13.312	17.71	26.26	0.04	7.73
13.335	21.67	30.22	-0.05	7.65
13.357	22.47	31.02	-0.02	7.67
13.380	18.67	27.21	0.04	7.74
13.403	14.16	22.70	-0.07	7.63
13.425	15.35	23.89	0.04	7.73
13.448	17.29	25.84	-0.04	7.65
13.470	16.81	25.35	-0.02	7.67
13.493	16.21	24.75	0.04	7.73
13.516	14.59	23.14	-0.07	7.62
13.538	12.54	21.09	0.00	7.69
13.567	11.06	19.61	-0.07	7.62
13.589	9.76	18.31	0.03	7.73
13.612	14.16	22.70	-0.05	7.65
13.635	19.83	28.37	-0.02	7.68
13.657	22.44	30.99	0.04	7.73
13.680	21.67	30.21	-0.07	7.62
13.703	16.46	25.00	0.04	7.73
13.725	13.93	22.47	-0.07	7.62
13.755	16.89	25.44	-0.05	7.64
13.777	17.08	25.62	-0.02	7.68
13.800	16.49	25.04	0.04	7.73
13.822	15.58	24.13	-0.07	7.62
13.845	13.55	22.09	0.03	7.73
13.868	11.96	20.50	-0.05	7.64
13.890	10.47	19.01	-0.02	7.68
13.913	10.18	18.73	0.04	7.73
13.936	16.06	24.60	-0.07	7.62
13.958	20.81	29.36	0.04	7.73
13.981	22.49	31.04	-0.05	7.64
14.003	20.12	28.66	-0.01	7.68
14.026	15.05	23.59	0.04	7.73
14.049	14.41	22.95	-0.06	7.63
14.071	17.13	25.67	0.04	7.73
14.094	17.00	25.55	-0.05	7.64
14.117	16.30	24.85	-0.01	7.68
14.139	15.11	23.65	0.03	7.73
14.162	13.20	21.75	-0.07	7.63
14.184	11.76	20.30	0.04	7.73
14.207	10.14	18.68	-0.05	7.64
14.230	10.97	19.52	-0.01	7.68
14.252	17.16	25.71	0.03	7.73
14.275	21.20	29.74	-0.07	7.63
14.298	22.57	31.12	0.03	7.73
14.320	19.27	27.82	-0.05	7.64
14.343	14.45	22.99	-0.01	7.68
14.365	15.00	23.55	0.04	7.73
14.388	17.21	25.75	-0.07	7.62
14.411	16.75	25.29	0.04	7.74
14.441	16.13	24.67	0.04	7.73
14.463	14.46	23.00	-0.05	7.64
14.486	12.80	21.34	-0.00	7.69
14.508	11.27	19.81	0.03	7.73
14.531	9.76	18.30	-0.07	7.62
14.554	12.67	21.22	0.04	7.73
14.576	18.75	27.30	-0.05	7.65
14.599	21.92	30.47	-0.00	7.69
14.622	22.17	30.72	0.03	7.73
14.644	17.55	26.09	-0.07	7.62
14.667	13.90	22.44	0.01	7.71
14.695	16.33	24.88	0.04	7.74
14.718	17.15	25.70	-0.05	7.64
14.746	16.48	25.02	0.05	7.74
14.773	15.63	24.18	0.00	7.69
14.796	13.73	22.28	0.03	7.72
14.818	12.07	20.62	-0.08	7.62
14.841	10.65	19.19	0.04	7.73
14.864	9.99	18.54	-0.05	7.65
14.886	15.35	23.90	0.00	7.70
14.909	20.45	29.00	0.03	7.72
14.932	22.58	31.13	-0.07	7.63
14.954	20.68	29.22	0.04	7.73
14.977	15.47	24.02	-0.05	7.64
15.000	14.11	22.66	0.00	7.70
15.022	16.97	25.51	0.02	7.72
15.045	17.05	25.60	-0.07	7.62
15.067	16.40	24.95	0.03	7.72
15.097	15.02	23.57	0.04	7.74
15.119	13.12	21.67	-0.05	7.64
15.142	11.58	20.12	0.01	7.70
15.165	10.17	18.72	0.02	7.72
15.187	11.00	19.54	-0.07	7.62
15.210	17.23	25.78	0.04	7.74
15.233	21.18	29.73	-0.05	7.65
15.255	22.39	30.94	0.01	7.70
15.278	19.16	27.70	0.02	7.71
15.300	14.36	22.90	-0.07	7.62
15.323	14.92	23.47	0.04	7.74
15.346	17.19	25.74	-0.05	7.64
15.368	16.81	25.36	0.01	7.71
15.391	16.20	24.75	0.01	7.71
