Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
3.612	-0.02	9.13	-0.05	7.64
3.634	-0.01	9.14	0.05	7.74
3.657	-0.00	9.14	-0.04	7.66
3.680	0.00	9.15	0.01	7.70
3.702	0.01	9.15	0.05	7.74
3.725	0.01	9.15	-0.05	7.64
3.748	0.01	9.15	0.05	7.74
3.770	0.01	9.15	-0.03	7.66
3.793	0.01	9.16	0.01	7.70
3.815	0.01	9.15	0.05	7.74
3.838	0.01	9.16	-0.05	7.64
3.861	0.01	9.16	0.06	7.75
3.883	0.02	9.16	-0.03	7.66
3.906	0.02	9.17	0.01	7.70
3.928	0.02	9.16	0.05	7.74
3.951	0.02	9.16	-0.05	7.64
3.973	0.01	9.16	0.05	7.74
3.996	0.02	9.16	-0.03	7.66
4.019	0.02	9.16	0.00	7.70
4.041	0.02	9.16	0.05	7.75
4.064	0.02	9.16	-0.05	7.64
4.087	0.01	9.15	0.05	7.74
4.109	0.01	9.15	-0.03	7.66
4.132	0.01	9.15	0.01	7.70
4.155	0.01	9.16	0.05	7.75
4.177	0.01	9.15	-0.05	7.64
4.200	0.01	9.16	0.05	7.74
4.222	0.01	9.16	-0.03	7.66
4.245	0.01	9.16	0.01	7.70
4.268	0.01	9.15	0.06	7.75
4.290	0.00	9.15	-0.05	7.64
4.313	0.00	9.15	0.05	7.74
4.336	0.00	9.15	-0.03	7.66
4.358	-0.00	9.14	0.01	7.70
4.381	-0.00	9.14	0.06	7.75
4.404	-0.01	9.14	-0.05	7.64
4.426	-0.01	9.13	0.06	7.75
4.453	-0.01	9.13	0.01	7.70
4.476	-0.01	9.14	0.05	7.74
4.499	-0.01	9.13	-0.05	7.64
4.521	-0.01	9.13	0.05	7.74
4.544	-0.01	9.13	-0.06	7.64
4.573	-0.01	9.13	-0.04	7.66
4.596	-0.01	9.13	0.01	7.70
4.618	-0.01	9.13	0.05	7.74
4.641	-0.01	9.13	-0.05	7.64
4.664	-0.01	9.13	0.06	7.75
4.687	-0.02	9.13	-0.04	7.65
4.709	-0.01	9.14	0.01	7.70
4.732	-0.01	9.13	0.05	7.75
4.754	-0.01	9.13	-0.05	7.64
4.777	-0.01	9.13	0.05	7.75
4.799	-0.01	9.13	-0.03	7.66
4.822	-0.01	9.13	0.01	7.70
4.845	-0.01	9.13	0.05	7.74
4.867	-0.01	9.14	-0.05	7.64
4.890	-0.01	9.13	0.05	7.75
4.913	-0.01	9.13	-0.03	7.66
4.935	-0.01	9.13	0.01	7.70
4.958	-0.01	9.13	0.05	7.75
4.981	-0.01	9.13	-0.05	7.64
5.003	-0.01	9.13	0.05	7.74
5.026	-0.01	9.13	-0.04	7.66
5.048	-0.01	9.13	0.01	7.70
5.071	-0.01	9.13	0.05	7.74
5.094	-0.01	9.13	-0.06	7.64
5.116	-0.01	9.13	0.06	7.75
5.139	-0.01	9.14	-0.03	7.66
5.162	-0.01	9.13	0.01	7.71
5.184	-0.01	9.13	0.05	7.74
5.207	-0.01	9.13	-0.05	7.64
5.230	-0.02	9.13	0.05	7.75
5.252	-0.02	9.12	-0.03	7.66
5.275	-0.02	9.13	0.02	7.71
5.297	-0.02	9.12	0.05	7.74
5.320	-0.02	9.13	-0.06	7.64
5.343	-0.02	9.12	0.06	7.75
5.365	-0.02	9.12	-0.03	7.66
5.388	-0.02	9.12	0.02	7.72
5.411	-0.02	9.12	0.04	7.73
5.433	-0.02	9.12	-0.05	7.64
5.456	-0.02	9.12	0.06	7.75
5.479	-0.02	9.12	-0.03	7.66
5.501	-0.02	9.12	0.02	7.72
5.524	-0.03	9.12	0.04	7.73
5.547	-0.03	9.12	0.06	7.75
5.573	-0.03	9.12	-0.05	7.64
5.595	-0.03	9.12	0.06	7.75
5.618	-0.02	9.12	-0.04	7.65
5.641	-0.02	9.12	0.03	7.72
5.663	-0.03	9.12	-0.03	7.66
5.693	-0.02	9.12	0.04	7.73
5.715	-0.02	9.12	-0.05	7.64
5.738	-0.02	9.12	0.06	7.75
5.760	-0.02	9.12	-0.03	7.66
5.783	-0.02	9.12	0.03	7.72
5.806	-0.02	9.12	0.04	7.73
5.828	-0.02	9.12	-0.05	7.64
5.851	2.59	11.73	0.06	7.75
5.874	15.30	24.44	-0.03	7.66
5.896	24.17	33.31	0.03	7.72
5.919	28.29	37.44	0.04	7.73
5.942	27.99	37.14	-0.05	7.64
5.964	22.60	31.74	0.06	7.75
5.987	19.87	29.02	-0.03	7.66
6.010	22.36	31.51	0.06	7.75
6.038	22.93	32.07	0.03	7.72
6.061	22.47	31.61	0.03	7.72
6.083	21.01	30.15	-0.05	7.64
6.106	19.14	28.29	0.06	7.76
6.129	16.93	26.07	-0.03	7.66
6.151	14.56	23.71	0.03	7.72
6.174	14.19	23.33	0.03	7.72
6.197	20.73	29.87	-0.05	7.64
6.219	26.50	35.65	0.07	7.76
6.242	29.54	38.68	-0.04	7.66
6.264	27.04	36.18	0.04	7.73
6.287	21.63	30.78	0.03	7.72
6.310	20.69	29.83	-0.05	7.64
6.332	23.02	32.16	0.06	7.75
6.355	23.19	32.34	-0.03	7.66
6.378	22.52	31.66	0.03	7.73
6.400	20.84	29.99	0.03	7.72
6.423	18.85	27.99	-0.05	7.64
6.446	16.49	25.64	0.06	7.75
6.468	14.18	23.32	-0.04	7.66
6.491	15.30	24.44	0.04	7.73
6.513	22.09	31.24	0.03	7.72
6.536	27.39	36.53	-0.05	7.65
6.559	29.57	38.71	0.06	7.75
6.581	26.04	35.18	-0.04	7.65
6.604	20.71	29.85	0.04	7.73
6.627	21.07	30.22	0.03	7.72
6.649	23.02	32.17	-0.02	7.68
6.670	23.00	32.15	0.06	7.75
6.693	22.25	31.40	-0.04	7.66
6.716	20.69	29.84	0.04	7.73
6.738	18.79	27.94	0.03	7.72
6.761	16.52	25.66	-0.05	7.64
6.783	14.10	23.24	0.06	7.75
6.806	16.98	26.12	0.01	7.70
6.833	23.95	33.09	-0.04	7.65
6.856	28.67	37.81	0.04	7.73
6.878	29.39	38.54	0.03	7.72
6.901	24.28	33.42	-0.05	7.64
6.924	20.16	29.30	0.06	7.76
6.946	21.95	31.09	-0.04	7.66
6.969	23.28	32.42	0.04	7.73
6.992	22.95	32.10	0.03	7.72
7.014	22.06	31.20	-0.05	7.64
7.037	20.21	29.35	0.06	7.75
7.059	18.25	27.39	-0.04	7.65
7.082	15.86	25.00	0.04	7.73
7.105	13.91	23.06	0.02	7.72
7.127	18.84	27.99	-0.05	7.64
7.150	25.04	34.18	0.06	7.75
7.173	29.29	38.43	-0.04	7.65
7.195	28.93	38.08	0.04	7.73
7.218	23.39	32.54	0.02	7.71
7.241	20.35	29.49	-0.05	7.65
7.263	22.61	31.75	0.06	7.75
7.286	23.33	32.48	-0.04	7.65
7.308	22.91	32.06	0.04	7.73
7.332	21.78	30.92	-0.02	7.67
7.354	19.77	28.92	-0.05	7.64
7.376	17.63	26.77	0.06	7.75
7.399	15.15	24.30	-0.04	7.65
7.422	13.88	23.02	0.03	7.73
7.444	20.01	29.15	0.02	7.71
7.467	26.22	35.37	-0.05	7.65
7.490	29.73	38.87	0.06	7.75
7.512	28.03	37.17	-0.04	7.65
7.535	22.46	31.61	0.04	7.73
7.557	20.61	29.75	0.03	7.72
7.580	23.07	32.21	-0.05	7.65
7.603	23.41	32.56	0.06	7.75
7.625	22.89	32.03	-0.04	7.65
7.648	21.38	30.53	0.04	7.73
7.671	19.33	28.47	0.03	7.72
7.693	17.18	26.32	-0.05	7.64
7.716	14.78	23.93	0.06	7.76
7.739	14.69	23.83	-0.04	7.65
7.761	22.11	31.25	-0.04	7.65
7.783	27.52	36.67	0.04	7.73
7.806	29.95	39.10	0.03	7.72
7.829	26.38	35.53	-0.05	7.64
7.851	21.05	30.19	0.06	7.76
7.874	21.21	30.35	-0.03	7.66
7.897	23.23	32.38	0.03	7.72
7.919	23.29	32.43	-0.04	7.65
7.948	22.67	31.82	0.03	7.72
7.971	20.73	29.87	-0.05	7.64
7.994	18.70	27.84	0.06	7.76
8.016	16.29	25.43	-0.04	7.66
8.039	13.85	22.99	0.03	7.73
8.062	17.20	26.34	0.03	7.73
8.084	23.95	33.09	-0.05	7.64
8.107	28.65	37.80	0.07	7.76
8.130	29.54	38.68	-0.03	7.66
8.152	24.63	33.78	0.04	7.73
8.175	20.51	29.66	0.03	7.72
8.197	22.24	31.39	-0.05	7.64
8.220	23.51	32.65	0.06	7.76
8.243	23.28	32.43	-0.03	7.66
8.265	22.75	31.90	0.04	7.73
8.288	21.06	30.21	0.03	7.72
8.311	19.06	28.21	-0.05	7.64
8.333	16.54	25.68	0.06	7.75
8.356	14.53	23.68	-0.04	7.66
8.379	19.22	28.37	0.03	7.72
8.401	25.45	34.59	0.04	7.73
8.424	29.70	38.85	-0.05	7.64
8.446	29.64	38.79	0.06	7.75
8.469	24.21	33.35	-0.03	7.66
8.492	20.94	30.09	0.03	7.72
8.514	23.20	32.34	0.04	7.73
8.537	23.98	33.12	-0.05	7.64
8.560	23.73	32.88	0.06	7.75
8.582	22.46	31.60	-0.03	7.66
8.605	20.52	29.66	0.03	7.72
8.628	18.38	27.52	0.04	7.73
8.651	15.89	25.03	-0.04	7.65
8.673	14.58	23.72	0.06	7.76
8.695	20.53	29.67	-0.04	7.66
8.718	26.52	35.66	0.03	7.72
8.741	30.12	39.27	0.04	7.73
8.763	28.76	37.90	-0.05	7.64
8.786	23.28	32.43	0.06	7.75
8.809	21.17	30.31	-0.03	7.66
8.831	23.55	32.69	0.03	7.72
8.854	23.87	33.02	-0.05	7.64
8.880	23.46	32.60	0.04	7.73
8.903	21.73	30.87	-0.05	7.64
8.925	19.84	28.98	0.06	7.75
8.948	17.55	26.69	-0.03	7.66
8.970	15.25	24.39	0.02	7.72
8.993	15.63	24.77	0.05	7.74
9.016	22.32	31.46	-0.05	7.64
9.038	27.99	37.14	0.04	7.74
9.068	30.41	39.55	0.06	7.75
9.090	26.43	35.57	-0.03	7.66
9.113	21.47	30.62	0.02	7.71
9.136	21.92	31.06	0.05	7.74
9.158	23.73	32.87	-0.06	7.64
9.181	23.80	32.95	0.06	7.75
9.203	23.12	32.26	-0.03	7.66
9.226	21.38	30.53	0.01	7.71
9.249	19.43	28.58	0.04	7.74
9.271	17.17	26.31	-0.06	7.64
9.294	14.83	23.98	0.06	7.75
9.317	17.84	26.98	-0.03	7.66
9.339	24.39	33.53	0.01	7.70
9.362	29.13	38.27	0.05	7.74
9.385	30.24	39.39	-0.05	7.64
9.407	25.26	34.40	0.05	7.74
9.430	21.05	30.19	-0.03	7.66
9.453	22.47	31.61	0.01	7.70
9.475	23.89	33.04	0.05	7.74
9.498	23.63	32.77	-0.05	7.64
9.520	22.83	31.97	0.05	7.75
9.543	20.93	30.08	-0.03	7.66
9.566	18.78	27.92	0.00	7.70
9.588	16.28	25.43	0.05	7.75
9.611	14.25	23.39	-0.05	7.64
9.634	18.75	27.89	0.05	7.74
9.656	25.05	34.19	-0.03	7.66
9.679	29.62	38.76	0.00	7.70
9.702	29.64	38.79	0.06	7.75
9.724	24.27	33.41	-0.05	7.64
9.747	20.92	30.06	0.05	7.74
9.770	22.99	32.14	-0.03	7.66
9.792	23.95	33.09	0.00	7.69
9.815	23.66	32.80	0.06	7.75
9.837	22.48	31.62	-0.05	7.64
9.860	20.44	29.58	0.05	7.74
9.883	18.17	27.31	-0.03	7.66
9.905	15.83	24.97	-0.01	7.69
9.928	14.44	23.58	0.06	7.75
9.951	20.18	29.32	-0.05	7.64
9.973	28.76	37.91	0.06	7.76
10.003	29.99	39.14	0.05	7.74
10.026	25.08	34.23	-0.03	7.67
10.048	20.90	30.04	-0.01	7.68
10.071	22.70	31.84	0.06	7.75
10.094	23.94	33.09	-0.06	7.64
10.116	23.65	32.79	0.05	7.74
10.139	22.82	31.96	-0.03	7.67
10.162	20.83	29.98	-0.02	7.67
10.184	18.69	27.83	-0.03	7.66
10.213	16.05	25.20	0.06	7.75
10.236	14.40	23.55	-0.05	7.64
10.259	19.90	29.05	0.04	7.73
10.281	26.15	35.30	-0.02	7.67
10.304	29.97	39.11	-0.03	7.67
10.326	29.09	38.23	0.06	7.75
10.349	23.50	32.64	-0.05	7.64
10.372	20.76	29.91	0.04	7.74
10.394	23.26	32.41	-0.02	7.67
10.417	23.88	33.02	-0.03	7.66
10.440	23.42	32.56	0.06	7.76
10.462	22.16	31.30	-0.05	7.64
10.485	20.21	29.35	0.04	7.73
10.508	18.08	27.23	-0.01	7.68
10.530	15.61	24.76	-0.03	7.66
10.553	14.75	23.89	0.06	7.76
10.576	21.09	30.24	-0.05	7.65
10.598	27.01	36.15	0.04	7.73
10.621	30.28	39.42	-0.01	7.68
10.643	28.17	37.31	-0.04	7.65
10.666	22.58	31.72	0.06	7.76
10.689	21.35	30.50	-0.05	7.64
10.711	23.55	32.70	0.04	7.73
10.734	23.89	33.04	-0.00	7.69
10.757	23.51	32.65	-0.04	7.65
10.779	21.93	31.07	0.06	7.75
10.802	19.80	28.94	-0.05	7.64
10.825	17.57	26.71	0.04	7.73
10.847	15.16	24.30	0.00	7.69
10.870	15.57	24.71	-0.05	7.65
10.892	22.32	31.46	0.06	7.75
10.915	27.86	37.00	-0.04	7.65
10.938	30.36	39.50	0.04	7.73
10.960	27.15	36.29	0.00	7.70
10.983	21.85	30.99	-0.05	7.64
11.006	21.82	30.96	0.07	7.76
11.028	23.86	33.00	-0.04	7.65
11.051	23.88	33.03	0.04	7.73
11.073	23.23	32.37	0.01	7.70
11.096	21.39	30.54	-0.00	7.69
11.117	19.40	28.54	0.06	7.75
11.140	17.14	26.28	-0.04	7.65
11.162	14.81	23.95	0.04	7.73
11.185	16.87	26.01	0.02	7.71
11.208	23.47	32.61	-0.05	7.64
11.230	28.58	37.72	0.06	7.76
11.253	30.38	39.52	-0.04	7.65
11.275	26.05	35.20	0.04	7.73
11.298	21.06	30.20	-0.03	7.66
11.322	22.95	32.10	0.03	7.73
11.344	23.89	33.03	0.03	7.72
11.367	23.69	32.83	-0.05	7.64
11.390	22.77	31.92	0.06	7.76
11.412	20.79	29.93	-0.04	7.66
11.435	18.72	27.86	0.03	7.72
11.457	16.22	25.36	0.03	7.72
11.480	14.55	23.69	-0.05	7.65
11.503	19.88	29.03	0.06	7.75
11.525	26.06	35.20	-0.03	7.66
11.548	29.94	39.09	0.03	7.73
11.571	29.17	38.32	0.04	7.73
11.593	23.71	32.86	-0.05	7.64
11.616	21.17	30.32	0.06	7.75
11.639	23.41	32.55	-0.03	7.66
11.664	23.96	33.10	0.05	7.74
11.684	23.52	32.67	0.04	7.73
11.706	22.37	31.52	-0.05	7.64
11.729	20.45	29.59	0.06	7.75
11.752	18.21	27.35	-0.03	7.66
11.774	15.73	24.87	0.02	7.72
11.797	14.68	23.83	0.05	7.74
11.820	21.02	30.17	-0.06	7.63
11.842	26.95	36.10	0.06	7.75
11.865	30.31	39.45	-0.03	7.67
11.888	28.39	37.54	0.02	7.71
11.910	22.92	32.06	0.05	7.74
11.933	21.29	30.44	-0.06	7.64
11.955	23.62	32.77	0.06	7.75
11.978	24.03	33.17	-0.03	7.66
12.001	23.50	32.64	0.01	7.71
12.023	21.98	31.13	0.05	7.74
12.046	19.94	29.08	-0.05	7.64
12.069	17.70	26.84	0.06	7.75
12.091	15.23	24.38	-0.03	7.66
12.114	15.49	24.63	0.01	7.70
12.137	22.23	31.38	0.05	7.75
12.159	27.74	36.89	-0.05	7.64
12.182	30.44	39.59	0.07	7.76
12.203	27.48	36.62	-0.03	7.66
12.226	22.11	31.25	0.01	7.70
12.248	21.73	30.87	0.06	7.75
12.271	23.78	32.93	-0.06	7.64
12.293	23.75	32.90	0.05	7.74
12.316	23.17	32.31	-0.03	7.66
12.339	21.52	30.67	0.00	7.69
12.361	19.59	28.73	0.06	7.75
12.384	17.26	26.40	-0.06	7.63
12.407	14.89	24.04	0.05	7.74
12.429	16.69	25.83	-0.03	7.67
12.452	23.75	32.89	0.07	7.76
12.479	29.15	38.29	-0.01	7.68
12.501	30.47	39.61	0.06	7.75
12.524	25.75	34.90	-0.05	7.64
12.547	21.28	30.42	0.05	7.74
12.569	22.56	31.70	-0.03	7.67
12.592	23.96	33.10	-0.01	7.68
12.616	23.77	32.91	0.04	7.73
12.637	22.98	32.12	-0.05	7.64
12.660	21.09	30.23	0.05	7.74
12.683	19.09	28.24	-0.03	7.67
12.705	16.60	25.75	-0.02	7.68
12.728	14.51	23.65	0.06	7.75
12.750	18.84	27.98	-0.05	7.64
12.773	25.24	34.38	0.04	7.74
12.796	29.72	38.86	-0.02	7.67
12.818	29.89	39.03	-0.02	7.67
12.841	24.57	33.72	0.06	7.75
12.864	21.05	30.19	-0.05	7.64
12.886	23.02	32.16	0.05	7.74
12.909	24.00	33.15	-0.02	7.67
12.932	23.69	32.84	-0.02	7.67
12.954	22.83	31.98	0.06	7.75
12.977	20.69	29.83	-0.05	7.64
12.999	18.59	27.73	0.04	7.73
13.022	16.17	25.32	-0.02	7.67
13.045	14.45	23.59	-0.04	7.66
13.067	19.90	29.04	0.06	7.75
13.090	26.12	35.26	-0.05	7.64
13.113	30.04	39.18	0.04	7.73
13.135	29.12	38.26	-0.02	7.67
13.158	23.56	32.71	-0.04	7.66
13.181	21.13	30.27	0.07	7.76
13.203	23.60	32.75	-0.05	7.64
13.226	24.15	33.29	0.04	7.73
13.259	23.48	32.63	0.06	7.75
13.279	22.09	31.24	-0.01	7.68
13.301	19.95	29.09	-0.04	7.65
13.324	17.73	26.87	0.07	7.76
13.347	15.40	24.54	-0.05	7.64
13.369	15.45	24.59	0.04	7.73
13.392	22.03	31.18	-0.00	7.69
13.415	27.64	36.78	-0.04	7.65
13.437	30.58	39.72	0.06	7.76
13.460	27.82	36.96	-0.05	7.64
13.482	22.29	31.43	0.04	7.73
13.505	21.74	30.89	0.00	7.70
13.528	23.91	33.05	-0.05	7.64
13.550	23.88	33.03	0.06	7.76
13.573	23.33	32.48	-0.06	7.64
13.603	21.53	30.67	-0.05	7.64
13.626	19.55	28.69	0.04	7.73
13.648	17.21	26.35	0.01	7.70
13.671	14.90	24.05	-0.05	7.64
13.693	17.34	26.48	0.07	7.76
13.716	24.22	33.37	-0.04	7.65
13.739	29.10	38.25	0.04	7.73
13.761	30.46	39.60	0.02	7.71
13.784	25.90	35.04	-0.05	7.64
13.807	21.23	30.37	0.06	7.75
13.829	22.54	31.69	-0.04	7.65
13.852	24.10	33.25	0.03	7.73
13.875	23.83	32.97	0.03	7.72
13.897	23.13	32.27	-0.05	7.64
13.920	21.24	30.38	0.06	7.76
13.942	19.09	28.24	-0.05	7.64
13.972	16.32	25.46	-0.03	7.66
13.994	14.36	23.50	0.03	7.72
14.017	19.25	28.39	0.04	7.73
14.040	25.59	34.74	-0.05	7.64
14.062	29.76	38.90	0.06	7.75
14.085	29.58	38.72	-0.03	7.66
14.108	24.15	33.29	0.03	7.72
14.130	20.93	30.07	0.04	7.73
14.153	23.18	32.32	-0.06	7.64
14.176	23.89	33.03	0.06	7.75
14.198	23.60	32.75	-0.03	7.66
14.221	22.42	31.56	0.02	7.71
14.243	20.41	29.55	0.05	7.74
14.266	18.08	27.22	-0.06	7.63
14.289	15.65	24.80	0.06	7.75
14.311	14.45	23.59	-0.03	7.66
14.334	20.80	29.94	0.07	7.76
14.363	27.04	36.18	0.01	7.71
14.385	30.28	39.43	0.06	7.75
14.408	28.10	37.25	-0.06	7.64
14.431	22.65	31.79	0.05	7.75
14.453	21.23	30.37	-0.03	7.66
14.476	23.57	32.71	0.00	7.70
14.498	23.93	33.08	0.06	7.75
14.521	23.45	32.59	-0.05	7.64
14.544	21.69	30.84	0.05	7.74
14.566	19.86	29.00	-0.03	7.66
14.589	17.56	26.70	-0.00	7.69
14.612	15.23	24.38	0.06	7.75
14.634	15.87	25.01	-0.06	7.64
14.657	22.53	31.68	0.05	7.74
14.680	28.03	37.17	-0.03	7.67
14.702	29.76	38.90	0.02	7.71
14.723	24.43	33.57	-0.06	7.64
14.746	20.90	30.05	0.05	7.74
14.768	22.94	32.09	-0.02	7.67
14.791	23.99	33.14	-0.01	7.68
14.814	23.72	32.86	0.06	7.75
14.836	22.65	31.80	-0.05	7.64
14.859	20.61	29.75	0.04	7.74
14.882	18.59	27.73	-0.02	7.67
14.904	16.05	25.19	-0.02	7.67
14.927	14.55	23.69	0.06	7.75
14.949	20.13	29.28	-0.05	7.64
14.972	26.18	35.33	0.04	7.74
14.995	30.07	39.22	-0.02	7.68
15.017	29.17	38.31	-0.03	7.66
15.040	23.60	32.74	0.06	7.75
15.063	21.10	30.24	-0.05	7.64
15.085	23.48	32.63	0.04	7.73
15.108	23.99	33.13	-0.01	7.68
15.131	23.58	32.73	-0.03	7.66
15.153	22.40	31.54	0.06	7.75
15.176	20.34	29.48	-0.05	7.64
15.198	18.16	27.31	0.04	7.73
15.221	15.68	24.82	-0.01	7.68
15.244	14.94	24.08	-0.04	7.66
15.266	21.56	30.70	-0.01	7.69
