Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
5.227	-0.20	8.73	0.05	7.68
5.316	-0.20	8.73	0.02	7.65
5.406	-0.20	8.73	-0.05	7.58
5.499	-0.20	8.73	0.02	7.65
5.596	-0.20	8.73	0.06	7.69
5.698	-0.20	8.73	-0.05	7.58
5.786	-0.20	8.73	-0.05	7.58
5.876	-0.20	8.73	0.04	7.67
5.965	-0.21	8.72	0.01	7.64
6.055	-0.20	8.73	-0.05	7.58
6.145	-0.21	8.72	0.06	7.69
6.241	-0.21	8.72	0.02	7.65
6.339	-0.21	8.72	-0.05	7.58
6.435	-0.21	8.72	-0.05	7.58
6.525	-0.20	8.73	0.04	7.67
6.615	-0.20	8.73	0.00	7.63
6.705	-0.20	8.73	-0.05	7.58
6.795	-0.20	8.73	0.07	7.70
6.888	-0.21	8.72	-0.06	7.57
6.985	-0.20	8.73	-0.05	7.58
7.075	-0.21	8.72	0.04	7.67
7.165	-0.21	8.72	-0.00	7.63
7.255	-0.20	8.73	-0.04	7.59
7.345	-0.21	8.72	0.07	7.70
7.435	-0.20	8.73	-0.05	7.58
7.525	-0.20	8.73	0.04	7.67
7.615	-0.21	8.72	-0.01	7.62
7.705	-0.20	8.73	-0.05	7.58
7.794	-0.21	8.72	0.07	7.70
7.884	-0.20	8.73	-0.05	7.58
7.974	-0.20	8.73	0.04	7.67
8.064	-0.20	8.73	-0.01	7.62
8.154	-0.20	8.73	-0.04	7.59
8.244	-0.20	8.73	0.07	7.70
8.334	-0.20	8.73	-0.05	7.58
8.424	-0.20	8.73	0.04	7.67
8.514	-0.21	8.72	-0.02	7.61
8.604	1.09	10.02	-0.04	7.59
8.694	12.23	21.16	0.07	7.70
8.784	19.60	28.53	-0.05	7.58
8.874	22.27	31.20	0.04	7.67
8.964	22.40	31.33	-0.02	7.61
9.054	17.10	26.03	-0.04	7.59
9.144	13.76	22.69	0.07	7.70
9.234	16.39	25.32	-0.06	7.57
9.324	17.38	26.31	0.04	7.67
9.414	16.48	25.41	-0.02	7.61
9.504	15.86	24.79	-0.04	7.59
9.593	13.97	22.90	0.07	7.70
9.683	12.33	21.26	-0.06	7.57
9.773	10.89	19.82	0.04	7.67
9.863	9.81	18.74	-0.02	7.61
9.957	14.98	23.91	0.06	7.69
10.053	20.84	29.77	-0.03	7.60
10.143	23.30	32.23	0.06	7.69
10.233	21.57	30.49	-0.06	7.57
10.328	15.61	24.54	0.06	7.69
10.423	14.62	23.54	0.04	7.67
10.513	17.51	26.44	-0.03	7.60
10.603	17.30	26.23	-0.03	7.60
10.699	16.48	25.41	-0.05	7.58
10.793	15.18	24.11	0.06	7.69
10.883	13.25	22.18	-0.06	7.57
10.973	11.57	20.49	0.05	7.68
11.063	10.18	19.11	-0.03	7.60
11.153	11.49	20.42	-0.03	7.60
11.243	18.06	26.99	0.06	7.69
11.333	22.25	31.18	-0.06	7.57
11.423	23.26	32.19	0.05	7.68
11.512	19.24	28.17	-0.03	7.60
11.606	14.40	23.33	0.06	7.69
11.702	16.04	24.97	-0.02	7.61
11.792	17.67	26.60	0.06	7.69
11.882	16.86	25.79	-0.06	7.57
11.972	16.38	25.31	0.05	7.68
12.062	14.64	23.57	-0.02	7.61
12.152	12.94	21.87	-0.02	7.61
12.242	11.39	20.32	0.06	7.69
12.332	9.95	18.88	-0.05	7.58
12.423	13.52	22.44	0.06	7.69
12.513	19.74	28.67	-0.03	7.60
12.603	22.81	31.74	0.03	7.66
12.693	22.42	31.35	0.04	7.67
12.783	17.42	26.35	-0.06	7.57
12.873	14.10	23.03	0.07	7.70
12.963	16.80	25.73	-0.03	7.60
13.053	17.66	26.59	0.03	7.66
13.143	16.87	25.80	0.03	7.67
13.233	16.21	25.14	-0.06	7.57
13.328	14.17	23.10	-0.02	7.62
13.421	12.52	21.45	0.05	7.68
13.511	10.99	19.92	-0.03	7.60
13.601	10.20	19.13	-0.01	7.62
13.691	15.53	24.46	0.06	7.69
13.781	20.96	29.89	-0.05	7.58
13.871	23.32	32.25	0.05	7.68
13.961	21.65	30.58	-0.03	7.60
14.051	16.04	24.97	-0.01	7.62
14.141	14.48	23.41	0.06	7.69
14.231	17.40	26.33	-0.06	7.57
14.321	17.61	26.54	0.05	7.68
14.415	16.76	25.69	-0.06	7.57
14.511	15.76	24.69	-0.03	7.60
14.601	13.74	22.67	-0.01	7.62
14.691	12.04	20.97	0.06	7.69
14.781	10.63	19.56	-0.06	7.57
14.871	11.24	20.17	0.06	7.69
14.961	17.78	26.71	-0.03	7.60
15.051	22.13	31.06	-0.01	7.62
15.141	23.53	32.45	0.06	7.69
15.236	19.74	28.67	0.04	7.67
15.330	14.72	23.65	-0.06	7.57
15.420	15.86	24.79	0.05	7.68
15.510	17.94	26.87	-0.03	7.60
15.600	17.31	26.24	-0.00	7.63
15.690	16.58	25.51	0.06	7.69
15.780	15.41	24.34	-0.06	7.57
15.870	13.40	22.33	0.05	7.68
15.960	11.80	20.73	-0.03	7.60
16.050	10.36	19.29	-0.00	7.63
16.140	12.94	21.87	0.06	7.69
16.230	19.45	28.38	-0.06	7.57
16.320	22.93	31.85	0.06	7.69
16.410	23.08	32.01	-0.03	7.60
16.500	18.39	27.32	-0.00	7.63
16.590	14.39	23.32	0.06	7.69
16.680	16.64	25.57	-0.06	7.57
16.770	17.90	26.83	0.05	7.68
16.863	17.05	25.98	-0.06	7.57
16.960	16.34	25.27	-0.03	7.60
17.050	14.42	23.35	-0.00	7.63
17.140	12.72	21.64	0.06	7.69
17.229	11.29	20.22	-0.06	7.57
17.319	10.19	19.12	0.05	7.68
17.409	14.88	23.81	-0.03	7.60
17.499	20.64	29.57	0.01	7.64
17.591	23.33	32.25	0.02	7.65
17.681	22.03	30.96	-0.05	7.58
17.771	16.61	25.54	0.07	7.70
17.861	14.39	23.32	-0.05	7.58
17.950	17.31	26.24	0.04	7.67
18.045	17.56	26.49	-0.06	7.57
18.139	16.85	25.78	0.06	7.69
18.229	15.95	24.88	-0.06	7.57
18.319	13.92	22.85	0.05	7.68
18.409	12.29	21.22	-0.03	7.60
18.499	10.77	19.70	0.01	7.64
18.589	10.81	19.74	0.06	7.69
18.679	17.04	25.97	-0.06	7.57
18.807	22.83	31.76	0.01	7.64
18.899	23.17	32.10	0.01	7.64
18.989	18.20	27.13	0.06	7.69
19.078	14.42	23.34	-0.06	7.57
19.168	16.69	25.62	0.06	7.69
19.258	17.80	26.73	-0.03	7.60
19.348	17.02	25.95	0.01	7.64
19.438	16.46	25.39	0.06	7.69
19.528	14.77	23.70	-0.06	7.57
19.618	12.89	21.82	0.06	7.69
19.719	11.12	20.05	0.07	7.70
19.813	10.19	19.12	-0.05	7.58
19.908	15.95	24.88	-0.03	7.60
19.998	21.30	30.23	0.02	7.65
20.088	23.48	32.41	0.05	7.68
20.178	21.33	30.25	-0.06	7.57
20.268	15.99	24.92	0.06	7.69
20.358	14.67	23.60	-0.04	7.59
20.448	17.65	26.58	0.02	7.65
20.538	17.54	26.47	0.05	7.68
20.628	16.72	25.64	-0.06	7.57
20.718	15.92	24.85	0.06	7.69
20.808	13.76	22.69	-0.03	7.60
20.898	12.23	21.15	0.02	7.65
20.987	10.78	19.71	0.05	7.68
21.077	10.85	19.78	-0.05	7.58
21.167	17.23	26.16	0.07	7.70
21.257	21.75	30.68	-0.04	7.59
21.347	23.56	32.49	0.03	7.66
21.437	20.53	29.46	0.04	7.67
21.527	15.21	24.14	-0.05	7.58
21.617	15.12	24.05	0.07	7.70
21.707	17.81	26.74	-0.03	7.60
21.797	17.40	26.33	0.03	7.67
21.887	16.66	25.59	0.03	7.66
21.977	15.50	24.43	-0.06	7.57
22.067	13.49	22.42	0.06	7.69
22.160	11.81	20.74	-0.05	7.58
22.257	10.21	19.14	-0.04	7.59
22.347	12.38	21.31	0.03	7.67
22.437	18.97	27.90	0.03	7.66
22.527	22.59	31.52	-0.05	7.58
22.617	23.27	32.20	0.06	7.69
22.707	18.73	27.66	-0.04	7.59
22.803	14.35	23.28	0.04	7.67
22.896	16.58	25.51	0.04	7.67
22.986	17.85	26.78	0.02	7.65
23.076	16.92	25.85	-0.05	7.58
23.171	16.28	25.20	-0.02	7.61
23.266	14.39	23.32	0.06	7.69
23.356	12.63	21.56	-0.04	7.59
23.446	11.08	20.01	0.04	7.67
23.536	10.13	19.06	0.01	7.64
23.626	15.22	24.15	-0.05	7.58
23.716	20.92	29.85	0.07	7.70
23.806	23.37	32.30	-0.04	7.59
23.896	21.94	30.87	0.04	7.67
23.986	16.50	25.43	0.00	7.63
24.076	14.51	23.44	-0.05	7.58
24.166	17.45	26.38	0.06	7.69
24.262	17.63	26.56	0.03	7.66
24.356	16.73	25.66	-0.05	7.58
24.446	15.89	24.82	0.04	7.67
24.536	13.75	22.68	-0.01	7.62
24.626	12.12	21.05	-0.04	7.59
24.716	10.71	19.64	0.07	7.70
24.805	10.83	19.75	-0.05	7.58
24.895	17.23	26.15	0.04	7.67
24.985	21.80	30.73	-0.02	7.62
25.075	23.38	32.30	-0.03	7.60
25.165	20.43	29.36	0.06	7.69
25.255	15.14	24.07	-0.05	7.58
25.345	15.18	24.11	0.05	7.68
25.435	17.76	26.69	-0.02	7.61
25.525	17.30	26.23	-0.02	7.61
25.615	16.71	25.64	0.06	7.69
25.705	15.51	24.44	-0.05	7.58
25.795	13.41	22.34	0.04	7.67
25.885	11.92	20.85	-0.03	7.60
25.975	10.39	19.32	-0.02	7.61
26.065	11.70	20.63	0.06	7.69
26.155	18.42	27.35	-0.05	7.58
26.245	22.40	31.33	0.05	7.68
26.335	23.39	32.32	-0.03	7.60
26.425	19.38	28.30	-0.02	7.62
26.515	14.54	23.47	0.05	7.68
26.605	15.84	24.77	-0.05	7.58
26.694	17.81	26.74	0.05	7.68
26.784	17.17	26.09	-0.03	7.60
26.874	16.41	25.34	-0.01	7.62
26.964	15.10	24.03	0.05	7.68
27.054	13.20	22.13	-0.05	7.58
27.144	11.63	20.56	0.05	7.68
27.234	10.23	19.15	-0.03	7.60
27.324	12.91	21.84	0.01	7.64
27.418	19.65	28.58	-0.03	7.60
27.514	22.98	31.91	0.05	7.68
27.608	22.63	31.56	0.03	7.66
27.704	16.98	25.91	-0.05	7.58
27.794	14.25	23.18	0.06	7.69
27.884	17.09	26.02	-0.03	7.60
27.975	17.68	26.61	0.04	7.67
28.065	16.90	25.83	0.01	7.64
28.155	16.12	25.05	-0.05	7.58
28.245	14.29	23.22	0.06	7.69
28.335	12.47	21.39	-0.05	7.58
28.425	10.98	19.91	0.04	7.67
28.515	10.34	19.27	-0.00	7.63
28.605	15.96	24.89	-0.04	7.59
28.695	21.24	30.17	0.06	7.69
28.799	23.47	32.39	-0.03	7.60
28.893	20.64	29.57	0.06	7.69
28.983	15.29	24.22	-0.03	7.60
29.073	15.29	24.22	0.03	7.66
29.163	17.87	26.80	0.03	7.66
29.253	17.38	26.31	-0.05	7.58
29.343	16.64	25.57	0.06	7.69
29.433	15.63	24.56	-0.04	7.59
29.523	13.53	22.46	0.04	7.67
29.613	11.91	20.84	0.02	7.65
29.703	10.45	19.38	-0.05	7.58
29.793	11.83	20.76	0.06	7.69
29.883	18.53	27.46	-0.04	7.59
29.973	22.53	31.45	0.04	7.67
30.063	23.40	32.33	0.01	7.64
30.153	19.51	28.44	-0.05	7.58
30.243	14.62	23.55	0.06	7.69
30.333	16.00	24.93	-0.04	7.59
30.423	18.03	26.95	0.04	7.67
30.512	17.21	26.14	0.00	7.63
30.602	16.40	25.33	-0.04	7.59
30.692	15.13	24.05	0.06	7.69
30.782	13.26	22.19	-0.05	7.58
30.872	11.62	20.55	0.04	7.67
30.962	10.19	19.12	-0.01	7.62
31.052	13.04	21.97	-0.04	7.59
31.142	19.49	28.42	0.06	7.69
31.232	22.95	31.88	-0.05	7.58
31.322	23.17	32.10	0.04	7.67
31.412	18.34	27.27	-0.01	7.62
31.502	14.33	23.25	-0.03	7.60
31.592	16.57	25.50	0.06	7.69
31.682	17.85	26.78	-0.05	7.58
31.772	17.10	26.03	0.04	7.67
31.862	16.36	25.29	-0.02	7.61
31.952	14.69	23.62	-0.03	7.60
32.046	12.77	21.70	-0.03	7.60
32.142	11.09	20.02	0.06	7.69
32.232	10.14	19.07	-0.05	7.58
32.321	15.11	24.04	0.05	7.68
32.411	20.78	29.71	-0.03	7.60
32.501	23.28	32.21	-0.02	7.61
32.591	22.16	31.09	0.05	7.68
32.681	16.77	25.69	-0.05	7.58
32.775	14.51	23.44	0.06	7.69
32.871	17.60	26.53	0.05	7.68
32.961	17.54	26.47	-0.03	7.60
33.051	16.78	25.70	-0.01	7.62
33.142	15.98	24.90	0.03	7.66
33.247	13.65	22.58	-0.05	7.58
33.341	11.90	20.83	0.06	7.69
33.431	10.52	19.44	-0.05	7.58
33.521	11.91	20.84	0.05	7.68
33.611	18.45	27.38	-0.03	7.60
33.701	22.57	31.50	0.00	7.63
33.791	23.47	32.40	0.05	7.68
33.881	19.44	28.37	-0.05	7.58
33.971	14.66	23.59	0.06	7.69
34.061	15.89	24.82	-0.03	7.60
34.151	17.90	26.83	0.01	7.64
34.240	17.14	26.07	0.05	7.68
34.330	16.42	25.35	-0.05	7.58
34.420	15.15	24.08	0.06	7.69
34.510	13.18	22.11	-0.03	7.60
34.600	11.66	20.59	0.02	7.65
34.690	10.20	19.13	0.05	7.68
34.780	12.96	21.89	-0.05	7.58
34.870	19.44	28.37	0.06	7.69
34.960	22.92	31.85	-0.04	7.59
35.050	23.14	32.07	0.02	7.65
35.140	18.34	27.27	0.04	7.67
35.230	14.41	23.34	-0.06	7.57
35.320	16.55	25.48	0.06	7.69
35.410	17.77	26.70	-0.04	7.59
35.500	17.07	26.00	0.02	7.65
35.590	16.37	25.29	0.04	7.67
35.680	14.72	23.65	-0.05	7.58
35.770	12.86	21.79	0.06	7.69
35.860	11.32	20.25	-0.03	7.60
35.950	10.00	18.93	0.03	7.66
36.040	14.35	23.28	0.03	7.66
36.129	20.30	29.23	-0.05	7.58
36.219	23.16	32.09	0.06	7.69
36.309	22.54	31.47	-0.04	7.59
36.399	17.24	26.17	0.03	7.67
36.509	14.67	23.60	-0.04	7.59
36.601	17.62	26.55	0.04	7.67
36.691	17.47	26.40	-0.02	7.61
36.780	16.68	25.60	-0.02	7.61
36.870	15.97	24.90	0.05	7.68
36.960	13.97	22.90	-0.05	7.58
37.053	12.15	21.08	0.06	7.69
37.149	10.58	19.51	0.04	7.67
37.239	11.30	20.23	0.00	7.63
37.329	17.81	26.74	-0.04	7.59
37.419	22.22	31.15	0.06	7.69
37.509	23.62	32.55	-0.04	7.59
37.599	20.14	29.07	0.04	7.67
37.689	15.03	23.95	-0.00	7.63
37.779	15.55	24.48	-0.04	7.59
37.874	17.95	26.88	-0.04	7.59
37.969	17.27	26.19	0.06	7.69
38.062	16.43	25.36	-0.03	7.60
38.158	15.10	24.03	-0.05	7.58
38.248	13.05	21.98	0.04	7.67
38.365	11.10	20.03	0.04	7.67
38.458	10.37	19.30	-0.05	7.58
38.548	16.12	25.05	0.05	7.68
38.638	21.37	30.30	-0.02	7.61
38.728	23.47	32.39	-0.02	7.61
38.818	21.51	30.44	0.05	7.68
38.908	16.09	25.02	-0.05	7.58
38.998	14.70	23.63	0.04	7.67
39.088	17.66	26.59	-0.02	7.61
39.178	17.51	26.44	-0.02	7.61
39.268	16.70	25.63	0.05	7.68
39.358	15.99	24.92	-0.05	7.58
39.448	13.88	22.81	0.05	7.68
39.538	12.23	21.16	-0.03	7.60
39.628	10.60	19.53	-0.01	7.62
39.718	10.92	19.85	0.05	7.68
39.808	17.35	26.28	-0.05	7.58
39.898	21.97	30.89	0.05	7.68
39.987	23.41	32.34	-0.03	7.60
40.077	20.39	29.32	-0.00	7.63
40.167	15.29	24.22	0.05	7.68
40.257	15.34	24.27	-0.05	7.58
40.347	17.89	26.82	0.05	7.68
40.437	17.36	26.29	-0.03	7.60
40.527	16.60	25.53	0.01	7.64
40.617	15.43	24.36	0.05	7.68
40.707	13.54	22.47	-0.04	7.59
40.797	11.98	20.90	0.05	7.68
40.891	10.38	19.31	-0.04	7.59
40.987	12.57	21.50	-0.04	7.59
41.077	19.10	28.03	0.02	7.65
41.167	22.81	31.74	0.05	7.68
41.257	23.38	32.31	-0.05	7.58
41.347	18.76	27.69	0.06	7.69
41.437	14.46	23.39	-0.03	7.60
41.527	16.30	25.23	0.02	7.65
41.617	17.85	26.78	0.04	7.67
41.707	17.05	25.98	-0.05	7.58
41.797	16.44	25.37	0.06	7.69
41.886	14.99	23.92	-0.04	7.59
41.976	13.07	21.99	0.03	7.66
42.066	11.52	20.44	0.03	7.66
42.156	10.21	19.14	-0.05	7.58
42.246	13.92	22.84	0.06	7.69
42.342	20.39	29.32	0.01	7.64
42.436	23.38	32.31	-0.03	7.60
42.526	22.50	31.43	0.03	7.67
42.616	17.07	26.00	0.02	7.65
42.706	14.36	23.29	-0.04	7.59
42.796	17.25	26.18	0.06	7.69
42.886	17.69	26.62	-0.04	7.59
42.976	16.80	25.73	0.04	7.67
43.066	16.25	25.18	0.02	7.65
43.156	14.32	23.25	-0.04	7.59
43.246	12.58	21.50	0.06	7.69
43.341	10.87	19.80	0.02	7.65
43.439	10.72	19.65	-0.04	7.59
43.536	17.49	26.42	-0.04	7.59
43.626	22.06	30.99	0.04	7.67
43.716	23.50	32.43	0.01	7.64
43.805	20.46	29.39	-0.04	7.59
43.895	15.25	24.18	0.06	7.69
43.985	15.43	24.36	-0.04	7.59
44.075	18.03	26.96	0.05	7.68
44.165	17.40	26.33	-0.01	7.62
44.255	16.55	25.48	-0.04	7.59
44.345	15.55	24.48	0.05	7.68
44.435	13.49	22.42	-0.05	7.58
44.525	11.97	20.90	0.04	7.67
44.615	10.43	19.36	-0.01	7.62
44.705	11.88	20.81	-0.03	7.60
44.795	18.40	27.33	0.05	7.68
44.885	22.46	31.39	-0.05	7.58
44.975	23.53	32.46	0.04	7.67
45.065	19.39	28.32	-0.02	7.61
45.155	14.68	23.61	-0.03	7.60
45.249	16.16	25.09	-0.03	7.60
45.345	17.92	26.85	0.05	7.68
45.435	17.20	26.13	-0.05	7.58
45.525	16.42	25.35	0.04	7.67
45.615	14.89	23.82	-0.03	7.60
45.704	12.98	21.91	-0.02	7.61
45.794	11.39	20.32	0.05	7.68
45.884	10.08	19.01	-0.05	7.58
45.974	13.83	22.76	0.04	7.67
46.064	20.05	28.98	-0.03	7.60
46.154	23.03	31.96	-0.01	7.62
46.244	22.82	31.75	0.05	7.68
46.334	17.62	26.55	-0.05	7.58
46.424	14.27	23.20	0.05	7.68
46.514	16.91	25.84	-0.03	7.60
46.604	17.68	26.61	-0.00	7.63
46.694	16.80	25.73	0.05	7.68
46.790	16.23	25.16	0.04	7.67
46.884	14.28	23.21	-0.05	7.58
46.974	12.52	21.45	0.05	7.68
47.064	10.98	19.91	-0.03	7.60
47.154	10.31	19.24	0.01	7.64
47.244	15.87	24.80	0.05	7.68
47.334	21.20	30.13	-0.04	7.59
47.424	23.35	32.28	0.05	7.68
47.514	21.48	30.40	-0.04	7.59
47.603	16.08	25.01	0.02	7.65
47.693	14.54	23.47	0.04	7.67
47.783	17.63	26.56	-0.05	7.58
47.873	17.53	26.45	0.05	7.68
47.963	16.66	25.59	-0.03	7.60
48.053	15.93	24.86	0.02	7.65
48.143	13.76	22.69	0.04	7.67
48.233	12.18	21.10	-0.05	7.58
48.323	10.75	19.68	0.06	7.69
48.413	10.88	19.81	-0.04	7.59
48.503	17.17	26.10	0.03	7.66
48.605	22.10	31.03	0.05	7.68
48.694	23.48	32.41	-0.01	7.62
48.784	19.88	28.81	-0.03	7.60
48.874	14.84	23.77	0.05	7.68
48.964	15.54	24.47	-0.05	7.58
49.054	17.79	26.72	0.04	7.67
49.144	17.20	26.13	-0.02	7.61
49.234	16.48	25.41	-0.03	7.60
49.324	15.37	24.30	0.05	7.68
49.414	13.29	22.22	-0.05	7.58
49.504	11.72	20.64	0.04	7.67
49.594	10.20	19.13	-0.02	7.61
49.701	13.83	22.76	0.02	7.65
49.792	20.05	28.98	0.02	7.65
49.882	23.01	31.94	-0.04	7.59
49.972	22.79	31.72	0.06	7.69
50.062	17.55	26.48	-0.04	7.59
50.152	14.35	23.28	0.04	7.67
50.242	16.92	25.85	0.01	7.64
50.332	17.60	26.53	-0.04	7.59
50.422	16.83	25.76	0.06	7.69
50.512	16.24	25.17	-0.04	7.59
50.602	14.61	23.54	0.04	7.67
50.692	12.70	21.63	0.01	7.64
50.782	11.21	20.14	-0.04	7.59
50.872	10.18	19.11	0.06	7.69
50.962	15.19	24.12	-0.04	7.59
51.052	20.81	29.74	0.04	7.67
51.142	23.34	32.27	-0.00	7.63
51.244	21.24	30.17	-0.04	7.59
51.349	15.29	24.22	-0.00	7.63
51.441	15.24	24.17	-0.01	7.62
51.531	17.86	26.79	-0.04	7.59
51.621	17.30	26.23	0.06	7.69
51.711	16.57	25.50	-0.04	7.59
51.801	15.45	24.38	0.04	7.67
51.891	13.40	22.33	-0.01	7.62
51.981	11.78	20.71	-0.04	7.59
52.071	10.38	19.31	0.06	7.69
52.161	11.91	20.84	-0.05	7.58
52.251	18.43	27.35	0.04	7.67
52.341	22.34	31.27	-0.02	7.62
52.431	23.24	32.17	-0.03	7.60
52.521	19.21	28.14	0.05	7.68
52.611	14.54	23.47	-0.05	7.58
52.701	15.83	24.75	0.04	7.67
52.791	17.85	26.78	-0.02	7.61
52.881	17.07	26.00	-0.03	7.60
52.971	16.50	25.43	0.05	7.68
53.060	15.19	24.12	-0.05	7.58
53.150	13.06	21.99	0.04	7.67
53.240	11.47	20.40	-0.03	7.60
53.330	10.12	19.05	-0.02	7.61
53.420	13.01	21.94	0.05	7.68
53.510	19.48	28.40	-0.05	7.58
53.600	22.69	31.62	0.04	7.67
53.693	22.87	31.79	-0.04	7.59
53.797	16.99	25.92	-0.02	7.61
53.893	14.20	23.13	-0.05	7.58
53.990	17.46	26.39	-0.03	7.60
54.080	17.40	26.33	-0.01	7.62
54.170	16.63	25.56	0.05	7.68
54.260	15.87	24.80	-0.05	7.58
54.350	13.88	22.81	0.05	7.68
54.440	12.24	21.17	-0.03	7.60
54.530	10.73	19.65	-0.01	7.62
54.620	10.54	19.47	0.05	7.68
54.710	16.66	25.59	-0.05	7.58
54.800	21.58	30.51	0.05	7.68
54.889	23.41	32.34	-0.03	7.60
54.979	20.93	29.86	-0.00	7.63
55.069	15.44	24.37	0.05	7.68
55.159	14.88	23.81	-0.05	7.58
55.249	17.65	26.58	0.05	7.68
55.339	17.36	26.29	-0.03	7.60
55.429	16.51	25.44	0.00	7.63
55.519	15.55	24.48	0.05	7.68
55.609	13.50	22.43	-0.05	7.58
55.699	11.92	20.85	0.05	7.68
55.794	10.34	19.27	-0.04	7.59
55.889	11.84	20.77	-0.03	7.60
55.979	18.38	27.31	0.01	7.64
56.069	22.23	31.16	0.05	7.68
56.159	23.12	32.05	-0.05	7.58
56.249	19.14	28.07	0.05	7.68
56.339	14.47	23.40	-0.03	7.60
56.429	15.85	24.78	0.01	7.64
56.519	17.70	26.63	0.05	7.68
56.608	17.01	25.94	-0.05	7.58
56.698	16.41	25.34	0.05	7.68
56.788	14.86	23.79	-0.03	7.60
56.878	12.91	21.84	0.01	7.64
56.968	11.42	20.35	0.04	7.67
57.058	9.96	18.89	-0.05	7.58
57.148	12.95	21.88	0.05	7.68
57.238	19.35	28.28	-0.03	7.60
57.328	22.80	31.73	0.02	7.65
57.418	22.79	31.72	0.04	7.67
57.508	18.01	26.94	-0.05	7.58
57.598	14.08	23.01	0.05	7.68
57.688	16.43	25.36	-0.03	7.60
57.778	17.66	26.59	0.02	7.65
57.868	16.83	25.76	0.04	7.67
57.958	16.19	25.12	-0.05	7.58
58.048	14.52	23.45	0.06	7.69
58.138	12.68	21.61	-0.03	7.60
58.234	11.02	19.95	0.03	7.66
58.327	9.99	18.92	0.02	7.65
58.417	15.05	23.98	0.04	7.67
58.507	20.57	29.50	-0.05	7.58
58.597	23.12	32.05	0.06	7.69
58.687	21.87	30.79	-0.04	7.59
58.777	16.32	25.25	0.02	7.65
58.870	14.15	23.08	-0.03	7.60
58.960	17.23	26.16	0.02	7.65
59.057	17.27	26.20	-0.05	7.58
59.154	16.53	25.46	-0.04	7.59
59.254	15.20	24.13	-0.04	7.59
59.347	13.21	22.14	0.06	7.69
59.437	11.59	20.52	-0.04	7.59
59.527	10.11	19.04	0.02	7.65
59.617	11.62	20.55	0.03	7.67
59.707	18.34	27.27	-0.05	7.58
59.797	22.23	31.16	0.06	7.69
59.887	23.03	31.96	-0.04	7.59
59.977	18.93	27.86	0.03	7.66
60.066	14.35	23.28	0.03	7.67
60.156	15.75	24.68	-0.04	7.59
60.291	17.31	26.24	-0.04	7.59
60.386	16.58	25.51	-0.03	7.60
60.476	15.59	24.52	0.03	7.66
60.566	13.58	22.50	0.03	7.67
60.656	12.04	20.97	-0.05	7.58
60.746	10.54	19.47	0.06	7.69
60.836	10.49	19.42	-0.04	7.59
60.926	16.67	25.60	0.03	7.66
61.016	21.38	30.31	0.03	7.67
61.106	23.20	32.13	-0.05	7.58
61.196	20.47	29.39	0.06	7.69
61.286	15.07	23.99	-0.03	7.60
61.376	14.73	23.66	0.03	7.66
