Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
17.796	25.26	33.60	-0.08	7.57
17.886	24.37	32.70	0.06	7.70
18.018	21.54	29.87	0.05	7.69
18.116	18.57	26.90	-0.00	7.64
18.205	16.00	24.34	0.05	7.70
18.295	14.76	23.10	-0.08	7.57
18.385	21.64	29.97	0.06	7.70
18.475	29.13	37.46	-0.03	7.61
18.565	33.50	41.83	-0.00	7.64
18.655	31.80	40.13	0.06	7.70
18.745	24.53	32.86	-0.08	7.57
18.835	21.47	29.80	0.06	7.70
18.925	24.69	33.02	-0.04	7.60
19.015	25.37	33.70	0.01	7.65
19.105	24.65	32.99	0.06	7.70
19.195	23.59	31.92	-0.08	7.57
19.285	20.84	29.17	0.06	7.70
19.375	18.03	26.36	-0.04	7.60
19.465	15.38	23.71	-0.00	7.64
19.555	15.19	23.52	0.06	7.70
19.645	23.15	31.48	-0.08	7.56
19.735	30.49	38.82	0.06	7.70
19.825	33.83	42.16	-0.04	7.61
19.914	30.53	38.86	-0.00	7.64
20.004	23.35	31.68	0.06	7.70
20.094	21.81	30.14	-0.08	7.57
20.184	25.07	33.40	0.06	7.70
20.274	25.24	33.57	-0.04	7.60
20.364	24.25	32.58	-0.01	7.64
20.454	22.99	31.32	0.06	7.70
20.544	20.37	28.70	-0.08	7.57
20.634	17.65	25.98	0.05	7.70
20.724	15.03	23.36	-0.03	7.61
20.814	16.43	24.76	-0.00	7.64
20.905	24.88	33.21	0.01	7.66
20.995	31.45	39.78	-0.07	7.57
21.090	33.72	42.05	-0.03	7.62
21.190	27.63	35.97	-0.03	7.61
21.284	21.54	29.87	0.05	7.69
21.374	23.20	31.53	-0.04	7.61
21.464	25.24	33.57	-0.01	7.63
21.554	25.04	33.37	0.07	7.71
21.643	24.05	32.38	-0.07	7.57
21.733	21.97	30.30	0.05	7.69
21.823	19.19	27.52	-0.03	7.61
21.913	16.56	24.89	-0.01	7.63
22.003	14.46	22.79	0.07	7.71
22.097	20.15	28.48	0.02	7.66
22.193	28.64	36.97	-0.07	7.57
22.283	33.36	41.69	0.05	7.69
22.373	32.27	40.60	-0.03	7.61
22.463	25.30	33.64	-0.02	7.62
22.559	21.44	29.77	-0.07	7.58
22.653	24.71	33.05	0.07	7.71
22.743	25.44	33.78	-0.07	7.57
22.833	24.56	32.89	0.05	7.69
22.923	23.37	31.70	-0.03	7.61
23.013	20.90	29.23	-0.03	7.62
23.103	18.25	26.58	0.07	7.71
23.193	15.61	23.95	-0.07	7.57
23.283	15.33	23.66	0.04	7.69
23.372	23.29	31.62	-0.03	7.62
23.462	30.51	38.84	-0.03	7.62
23.552	33.98	42.32	0.07	7.71
23.642	30.64	38.97	-0.07	7.57
23.732	23.63	31.97	0.05	7.69
23.822	22.00	30.33	-0.03	7.62
23.912	25.09	33.42	-0.03	7.61
24.002	25.36	33.69	0.07	7.71
24.092	24.50	32.83	-0.07	7.57
24.182	23.14	31.47	0.04	7.68
24.272	20.39	28.72	-0.03	7.62
24.362	17.68	26.01	-0.04	7.60
24.452	15.09	23.42	0.07	7.71
24.542	16.53	24.86	-0.07	7.57
24.632	24.82	33.15	0.04	7.68
24.722	31.47	39.80	-0.02	7.62
24.812	34.03	42.36	-0.05	7.60
24.902	29.24	37.57	0.07	7.71
24.992	22.56	30.89	-0.07	7.58
25.081	22.50	30.83	0.03	7.68
25.171	25.20	33.54	-0.02	7.62
25.261	25.12	33.45	-0.05	7.59
25.351	24.13	32.46	0.07	7.71
25.441	22.56	30.89	-0.07	7.57
25.531	19.90	28.23	0.03	7.67
25.621	17.21	25.54	-0.02	7.63
25.711	14.66	22.99	-0.06	7.59
25.801	17.91	26.24	0.07	7.71
25.891	26.30	34.64	-0.07	7.58
25.981	32.35	40.68	0.03	7.68
26.072	33.51	41.84	-0.03	7.62
26.162	27.41	35.75	-0.01	7.63
26.252	21.58	29.91	0.07	7.71
26.342	23.34	31.67	-0.07	7.57
26.445	25.53	33.86	-0.03	7.61
26.544	24.86	33.19	-0.06	7.59
26.641	23.78	32.11	-0.06	7.58
26.731	21.22	29.55	0.03	7.67
26.821	18.37	26.70	0.00	7.65
26.910	15.71	24.05	-0.07	7.57
27.000	14.81	23.14	0.07	7.71
27.096	22.78	31.11	0.02	7.66
27.190	30.29	38.63	-0.06	7.59
27.280	33.82	42.15	0.03	7.67
27.370	30.61	38.94	0.01	7.66
27.460	23.49	31.82	-0.07	7.57
27.550	21.93	30.27	0.07	7.71
27.640	25.08	33.41	-0.05	7.59
27.730	25.23	33.56	0.03	7.67
27.820	24.39	32.72	0.02	7.67
27.910	23.07	31.40	-0.08	7.57
28.000	20.31	28.64	0.07	7.71
28.090	17.49	25.82	-0.06	7.59
28.180	14.89	23.23	0.02	7.67
28.270	16.45	24.78	0.03	7.67
28.360	24.94	33.27	-0.08	7.57
28.450	31.56	39.90	0.07	7.71
28.540	33.95	42.28	-0.04	7.60
28.629	29.14	37.48	0.02	7.67
28.719	22.50	30.83	0.04	7.68
28.809	22.64	30.97	-0.07	7.57
28.899	25.41	33.74	0.07	7.71
28.989	25.24	33.57	-0.04	7.60
29.079	24.22	32.55	0.01	7.65
29.169	22.61	30.95	0.05	7.69
29.259	19.92	28.25	-0.08	7.57
29.349	17.12	25.45	0.06	7.70
29.439	14.62	22.95	-0.04	7.60
29.529	17.90	26.23	0.01	7.65
29.619	26.39	34.72	0.06	7.70
29.709	32.21	40.54	-0.08	7.57
29.799	33.74	42.07	0.06	7.70
29.889	27.80	36.13	-0.04	7.61
29.979	21.83	30.16	0.00	7.64
30.069	23.21	31.55	0.06	7.70
30.159	25.33	33.66	-0.08	7.57
30.249	25.02	33.35	0.05	7.70
30.338	24.00	32.34	-0.04	7.60
30.428	22.09	30.42	-0.01	7.63
30.518	19.36	27.69	0.06	7.70
30.608	16.65	24.99	-0.08	7.57
30.698	14.50	22.83	0.05	7.69
30.788	19.57	27.90	-0.03	7.62
30.882	27.96	36.29	0.07	7.71
30.978	33.19	41.52	-0.02	7.62
31.068	32.44	40.78	0.07	7.71
31.158	25.56	33.90	-0.07	7.57
31.249	21.46	29.79	0.06	7.71
31.339	24.46	32.79	-0.05	7.60
31.429	25.44	33.78	0.02	7.67
31.519	24.71	33.05	0.04	7.68
31.624	23.38	31.72	-0.07	7.58
31.718	20.65	28.98	0.07	7.71
31.811	17.84	26.17	-0.03	7.62
31.908	15.06	23.39	-0.07	7.57
31.997	16.45	24.79	0.04	7.68
32.087	24.71	33.04	-0.02	7.62
32.177	31.44	39.77	-0.05	7.60
32.267	33.99	42.32	0.07	7.71
32.357	29.18	37.52	-0.07	7.58
32.447	22.65	30.98	0.04	7.68
32.537	22.65	30.98	-0.02	7.62
32.627	25.44	33.77	-0.05	7.59
32.717	25.28	33.61	0.07	7.71
32.807	24.23	32.56	-0.07	7.58
32.897	22.55	30.88	0.03	7.67
32.987	19.79	28.12	-0.01	7.63
33.077	17.01	25.34	-0.06	7.58
33.167	14.76	23.09	0.07	7.71
33.257	18.06	26.39	-0.06	7.58
33.347	26.46	34.79	0.03	7.68
33.437	32.48	40.81	-0.00	7.64
33.527	33.74	42.07	-0.06	7.58
33.617	27.82	36.15	0.07	7.71
33.707	21.78	30.11	-0.06	7.58
33.796	23.25	31.58	0.03	7.68
33.886	25.41	33.74	0.00	7.64
33.976	25.05	33.38	-0.07	7.58
34.066	24.08	32.41	0.07	7.71
34.156	22.06	30.39	-0.06	7.59
34.246	19.41	27.75	0.03	7.67
34.336	16.70	25.03	0.01	7.65
34.426	14.65	22.98	-0.07	7.57
34.516	19.56	27.90	0.06	7.70
34.606	27.75	36.08	-0.06	7.59
34.696	32.99	41.33	0.03	7.67
34.786	33.01	41.34	0.02	7.66
34.876	26.28	34.61	-0.07	7.57
34.966	21.35	29.68	0.07	7.71
35.056	24.09	32.42	-0.05	7.59
35.146	25.53	33.86	0.02	7.67
35.236	24.89	33.23	0.02	7.67
35.333	23.65	31.98	0.07	7.71
35.425	21.11	29.44	-0.08	7.57
35.515	18.49	26.82	0.06	7.70
35.605	15.85	24.18	-0.05	7.60
35.695	14.89	23.22	0.02	7.66
35.785	22.14	30.47	0.03	7.68
35.875	29.54	37.87	-0.08	7.57
35.965	33.74	42.07	0.06	7.70
36.061	31.17	39.50	-0.02	7.63
36.155	23.69	32.02	-0.04	7.60
36.245	21.80	30.13	0.01	7.66
36.335	25.00	33.33	0.05	7.69
36.426	25.36	33.69	-0.07	7.57
36.516	24.45	32.78	0.07	7.72
36.606	23.04	31.37	-0.06	7.58
36.696	20.34	28.67	0.03	7.68
36.789	17.52	25.85	-0.05	7.59
36.885	14.89	23.22	0.05	7.70
36.975	17.06	25.39	-0.08	7.56
37.084	27.08	35.41	0.07	7.71
37.175	32.63	40.96	-0.07	7.57
37.264	33.38	41.72	0.05	7.69
37.354	26.80	35.14	-0.04	7.61
37.444	21.52	29.85	-0.01	7.63
37.534	23.72	32.05	0.06	7.71
37.624	25.35	33.68	-0.08	7.57
37.714	24.82	33.15	0.05	7.69
37.804	23.86	32.19	-0.03	7.61
37.894	21.71	30.05	-0.02	7.62
37.984	19.03	27.36	0.07	7.71
38.074	16.29	24.62	-0.07	7.57
38.164	14.61	22.94	0.04	7.69
38.254	20.62	28.95	-0.03	7.61
38.344	28.54	36.87	-0.03	7.61
38.434	33.36	41.69	0.07	7.71
38.524	32.56	40.89	-0.07	7.57
38.614	25.53	33.87	0.04	7.68
38.704	21.42	29.75	-0.02	7.62
38.794	24.37	32.70	-0.05	7.60
38.884	25.55	33.88	0.07	7.71
38.973	24.76	33.10	-0.07	7.57
39.063	23.79	32.12	0.03	7.68
39.153	21.40	29.73	-0.02	7.62
39.243	18.68	27.01	-0.06	7.59
39.333	15.97	24.30	0.07	7.71
39.423	14.97	23.30	-0.07	7.58
39.513	22.28	30.62	0.03	7.68
39.603	29.67	38.00	-0.01	7.63
39.693	33.64	41.97	-0.06	7.58
39.823	28.38	36.71	-0.06	7.58
39.915	22.16	30.49	0.06	7.70
40.009	23.52	31.85	-0.07	7.57
40.103	25.59	33.93	-0.00	7.64
40.193	25.14	33.47	-0.07	7.57
40.283	24.11	32.44	0.07	7.72
40.373	21.98	30.31	-0.06	7.59
40.463	19.28	27.62	0.03	7.67
40.553	16.60	24.94	0.01	7.66
40.648	14.53	22.86	0.06	7.70
40.742	20.89	29.22	-0.08	7.57
40.832	28.93	37.26	0.07	7.71
40.922	33.59	41.92	-0.05	7.59
41.012	32.44	40.78	0.03	7.67
41.102	25.46	33.80	0.02	7.67
41.192	21.59	29.93	-0.07	7.57
41.282	24.71	33.04	0.07	7.71
41.372	25.58	33.91	-0.05	7.59
41.462	24.70	33.04	0.02	7.67
41.557	23.45	31.78	-0.07	7.57
41.652	20.83	29.16	0.04	7.68
41.742	18.20	26.53	-0.08	7.57
41.832	15.55	23.88	0.06	7.70
41.922	15.56	23.89	-0.04	7.60
42.012	23.56	31.89	0.02	7.66
42.102	30.75	39.08	0.05	7.69
42.192	34.00	42.34	-0.07	7.57
42.282	30.58	38.91	0.06	7.70
42.375	23.23	31.56	-0.08	7.57
42.471	22.29	30.62	-0.04	7.61
42.561	25.26	33.59	-0.00	7.64
42.651	25.32	33.65	0.06	7.70
42.741	24.32	32.65	-0.08	7.56
42.831	22.89	31.22	0.06	7.70
42.921	20.17	28.50	-0.04	7.60
43.011	17.56	25.89	-0.01	7.63
43.101	14.98	23.32	0.06	7.71
43.191	17.60	25.93	-0.08	7.57
43.281	25.92	34.25	0.05	7.69
43.371	32.04	40.37	-0.03	7.61
43.461	33.70	42.03	-0.02	7.62
43.551	28.16	36.49	0.07	7.71
43.641	22.05	30.38	-0.07	7.57
43.731	23.20	31.53	0.05	7.69
43.821	25.57	33.90	-0.03	7.61
43.911	25.25	33.58	-0.03	7.62
44.001	24.10	32.43	0.07	7.71
44.091	22.44	30.77	-0.07	7.57
44.185	19.72	28.05	0.05	7.70
44.280	16.80	25.13	0.04	7.68
44.370	14.78	23.11	-0.03	7.61
44.460	20.16	28.49	-0.04	7.60
44.550	28.09	36.43	0.07	7.71
44.640	33.33	41.66	-0.07	7.57
44.730	33.07	41.40	0.04	7.68
44.820	26.16	34.49	-0.02	7.62
44.910	21.65	29.98	-0.05	7.59
45.000	24.35	32.68	0.07	7.71
45.096	25.73	34.06	0.03	7.67
45.190	24.84	33.17	-0.07	7.58
45.280	23.75	32.08	0.03	7.68
45.370	21.43	29.76	-0.01	7.63
45.460	18.56	26.89	-0.06	7.58
45.550	15.99	24.32	0.07	7.72
45.640	15.34	23.67	-0.06	7.58
45.730	22.88	31.21	0.03	7.68
45.820	30.38	38.71	-0.00	7.64
45.909	34.17	42.50	-0.07	7.58
45.999	31.54	39.87	0.07	7.72
46.089	24.39	32.72	-0.06	7.58
46.179	21.98	30.31	0.03	7.67
46.269	25.13	33.47	0.01	7.65
46.359	25.40	33.73	-0.07	7.57
46.449	24.47	32.80	0.07	7.71
46.539	23.58	31.91	-0.06	7.59
46.629	20.96	29.30	0.03	7.67
46.719	18.14	26.47	0.02	7.66
46.810	15.47	23.80	-0.04	7.60
46.900	16.20	24.53	0.07	7.72
46.990	24.43	32.76	-0.07	7.57
47.080	31.29	39.62	0.04	7.68
47.170	34.13	42.47	-0.02	7.62
47.260	29.96	38.30	-0.05	7.59
47.350	23.08	31.41	0.07	7.71
47.440	22.46	30.79	-0.06	7.58
47.530	25.39	33.72	0.03	7.68
47.632	25.20	33.54	0.06	7.71
47.728	24.14	32.47	0.02	7.66
47.818	22.42	30.75	0.04	7.69
47.908	19.75	28.08	-0.07	7.57
47.998	17.03	25.37	0.06	7.70
48.088	14.67	23.00	-0.04	7.60
48.178	19.16	27.49	0.01	7.65
48.268	27.41	35.75	0.05	7.70
48.358	32.85	41.19	-0.07	7.57
48.448	33.44	41.77	0.06	7.70
48.542	26.64	34.97	-0.07	7.57
48.638	21.71	30.04	-0.03	7.61
48.728	24.41	32.74	-0.00	7.64
48.818	25.63	33.96	0.06	7.71
48.908	25.00	33.34	-0.08	7.57
48.998	23.87	32.20	0.06	7.70
49.088	21.67	30.00	-0.03	7.61
49.178	18.94	27.27	-0.01	7.63
49.268	16.24	24.57	0.06	7.71
49.358	15.04	23.37	-0.07	7.57
49.447	21.93	30.26	0.05	7.69
49.547	30.20	38.53	0.04	7.68
49.637	34.04	42.37	-0.03	7.61
49.727	31.35	39.68	-0.03	7.62
49.817	24.24	32.57	0.07	7.71
49.907	21.84	30.17	-0.07	7.57
49.997	25.08	33.41	0.04	7.69
50.087	25.46	33.79	-0.03	7.61
50.177	24.44	32.77	-0.03	7.61
50.267	23.40	31.73	0.07	7.71
50.357	20.74	29.07	-0.07	7.57
50.447	18.09	26.42	0.04	7.68
50.537	15.45	23.78	-0.03	7.61
50.627	16.19	24.53	-0.04	7.60
50.717	24.29	32.62	0.07	7.72
50.807	31.15	39.48	-0.07	7.58
50.897	34.01	42.34	0.03	7.68
50.991	29.41	37.74	-0.08	7.57
51.087	22.62	30.95	-0.02	7.62
51.176	22.76	31.09	-0.05	7.59
51.266	25.60	33.93	0.07	7.72
51.356	25.38	33.72	-0.06	7.58
51.446	24.22	32.55	0.03	7.67
51.536	22.70	31.03	-0.02	7.63
51.626	19.92	28.25	-0.06	7.58
51.716	17.19	25.52	0.07	7.71
51.809	14.71	23.04	-0.08	7.57
51.899	18.48	26.82	0.07	7.72
51.996	27.29	35.63	0.03	7.68
52.086	32.73	41.06	-0.00	7.64
52.176	33.35	41.69	-0.07	7.58
52.266	26.76	35.09	0.07	7.72
52.356	21.57	29.90	-0.06	7.59
52.446	23.88	32.21	0.03	7.67
52.536	25.48	33.81	0.00	7.64
52.637	24.84	33.17	-0.04	7.60
52.732	23.83	32.16	0.07	7.71
52.826	21.16	29.49	-0.07	7.58
52.918	18.43	26.76	0.03	7.67
53.015	15.58	23.91	0.07	7.71
53.105	15.61	23.94	-0.06	7.59
53.195	23.72	32.05	0.03	7.67
53.285	30.84	39.17	0.02	7.66
53.375	34.03	42.36	-0.07	7.57
53.465	30.46	38.79	0.07	7.71
53.555	23.37	31.70	-0.05	7.59
53.645	22.08	30.41	0.02	7.67
53.735	25.20	33.53	0.02	7.67
53.825	25.39	33.73	-0.07	7.57
53.915	24.35	32.69	0.07	7.71
54.005	23.13	31.46	-0.05	7.59
54.100	20.32	28.65	0.07	7.71
54.195	17.40	25.74	0.02	7.66
54.285	14.83	23.16	0.03	7.68
54.375	17.67	26.00	-0.07	7.57
54.465	26.15	34.48	0.07	7.71
54.555	32.27	40.60	-0.05	7.60
54.644	33.82	42.15	0.02	7.66
54.734	28.16	36.49	0.04	7.69
54.824	22.05	30.38	-0.08	7.57
54.914	23.15	31.48	0.06	7.71
55.004	25.40	33.74	-0.04	7.60
55.094	25.28	33.62	0.01	7.66
55.184	24.24	32.57	0.05	7.69
55.274	22.47	30.80	-0.08	7.57
55.364	19.70	28.03	0.06	7.70
55.454	16.79	25.12	-0.04	7.60
55.544	14.69	23.02	0.01	7.65
55.634	19.25	27.58	0.06	7.70
55.724	27.47	35.80	-0.07	7.57
55.814	32.79	41.12	0.06	7.70
55.904	33.17	41.50	-0.04	7.60
55.994	26.65	34.98	0.00	7.64
56.084	21.56	29.89	0.06	7.70
56.174	23.93	32.26	-0.08	7.57
56.263	25.60	33.93	0.05	7.69
56.353	25.02	33.35	-0.03	7.61
56.443	23.97	32.30	-0.01	7.63
56.533	21.93	30.26	0.07	7.71
56.623	19.11	27.44	-0.08	7.57
56.713	16.36	24.69	0.05	7.69
56.803	14.68	23.01	-0.03	7.61
56.893	20.80	29.13	-0.01	7.63
56.986	28.99	37.32	-0.02	7.63
57.090	33.91	42.24	-0.07	7.57
57.183	31.20	39.53	0.06	7.71
57.273	23.99	32.32	-0.07	7.57
57.363	21.55	29.89	0.05	7.69
57.453	24.97	33.30	-0.03	7.61
57.543	25.44	33.77	-0.03	7.62
57.633	24.47	32.80	0.07	7.71
57.723	23.35	31.68	-0.07	7.57
57.813	20.74	29.08	0.04	7.69
57.903	18.08	26.41	-0.03	7.62
57.993	15.46	23.79	-0.03	7.61
58.082	16.16	24.49	0.07	7.71
58.175	24.60	32.93	-0.05	7.59
58.272	31.84	40.17	-0.07	7.58
58.362	34.10	42.43	0.04	7.69
58.452	29.16	37.49	-0.03	7.62
58.548	22.25	30.58	0.07	7.71
58.642	23.22	31.55	-0.04	7.60
58.732	25.50	33.83	0.07	7.71
58.822	25.27	33.60	-0.07	7.58
58.912	24.17	32.50	0.03	7.68
59.002	22.44	30.77	-0.02	7.62
59.092	19.73	28.06	-0.06	7.59
59.182	16.94	25.27	0.07	7.72
59.272	14.74	23.07	-0.07	7.57
59.362	19.38	27.71	0.03	7.68
59.452	27.63	35.96	-0.01	7.63
59.542	32.93	41.26	-0.06	7.59
59.632	33.24	41.57	0.07	7.72
59.722	26.73	35.06	-0.07	7.58
59.811	21.70	30.03	0.03	7.67
59.901	24.21	32.54	-0.00	7.64
59.991	25.75	34.08	-0.07	7.58
60.081	25.16	33.49	0.07	7.71
60.171	23.94	32.27	-0.06	7.59
60.261	21.98	30.31	0.03	7.67
60.351	19.23	27.56	0.00	7.65
60.441	16.49	24.82	-0.07	7.57
60.531	14.76	23.09	0.07	7.71
60.621	20.81	29.14	-0.06	7.59
60.711	28.75	37.08	0.03	7.67
60.801	33.76	42.09	0.02	7.66
60.891	32.73	41.06	-0.07	7.57
60.981	25.65	33.98	0.06	7.71
61.071	21.64	29.97	-0.05	7.59
61.161	24.67	33.00	0.03	7.67
61.251	25.73	34.06	0.02	7.67
61.341	24.80	33.13	-0.08	7.57
61.431	23.77	32.10	0.07	7.71
61.520	21.51	29.84	-0.05	7.59
61.652	17.37	25.70	-0.03	7.62
